date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2021-10-10, Brandon Lowe, Wander Franco, Austin Meadows, Nelson Cruz, Ji Man Choi, Randy Arozarena, Kevin Kiermaier, Mike Zunino, Joey Wendle,TB
2021-10-11, Randy Arozarena, Wander Franco, Brandon Lowe, Nelson Cruz, Jordan Luplow, Yandy Diaz, Austin Meadows, Mike Zunino, Kevin Kiermaier,TB
2021-10-05, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, Hunter Renfroe, Kevin Plawecki, Bobby Dalbec, Christian Arroyo,BOS
2021-10-07, Enrique Hernandez, Kyle Schwarber, Xander Bogaerts, Rafael Devers, Hunter Renfroe, Alex Verdugo, Bobby Dalbec, Christian Vazquez, Christian Arroyo,BOS
2021-10-08, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, J.D. Martinez, Hunter Renfroe, Christian Vazquez, Christian Arroyo,BOS
2021-10-10, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, J.D. Martinez, Hunter Renfroe, Kevin Plawecki, Christian Arroyo,BOS
2021-10-11, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, J.D. Martinez, Hunter Renfroe, Christian Vazquez, Christian Arroyo,BOS
2021-10-15, Enrique Hernandez, Kyle Schwarber, Xander Bogaerts, Rafael Devers, J.D. Martinez, Hunter Renfroe, Alex Verdugo, Christian Arroyo, Christian Vazquez,BOS
2021-10-16, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, J.D. Martinez, Hunter Renfroe, Kevin Plawecki, Christian Arroyo,BOS
2021-10-18, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, J.D. Martinez, Hunter Renfroe, Christian Vazquez, Christian Arroyo,BOS
2021-10-19, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, Alex Verdugo, J.D. Martinez, Hunter Renfroe, Christian Vazquez, Christian Arroyo,BOS
2021-10-20, Enrique Hernandez, Kyle Schwarber, Xander Bogaerts, Rafael Devers, J.D. Martinez, Hunter Renfroe, Alex Verdugo, Christian Arroyo, Christian Vazquez,BOS
2021-10-22, Kyle Schwarber, Enrique Hernandez, Rafael Devers, Xander Bogaerts, J.D. Martinez, Alex Verdugo, Christian Arroyo, Hunter Renfroe, Kevin Plawecki,BOS
2021-10-07, Tim Anderson, Yoan Moncada, Jose Abreu, Yasmani Grandal, Luis Robert Jr., Eloy Jimenez, Gavin Sheets, Gavin Sheets, Adam Engel,CWS
2021-10-08, Tim Anderson, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Yoan Moncada, Andrew Vaughn, Leury Garcia, Adam Engel,CWS
2021-10-10, Tim Anderson, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Yoan Moncada, Gavin Sheets, Leury Garcia, Cesar Hernandez,CWS
2021-10-12, Tim Anderson, Yoan Moncada, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Gavin Sheets, Leury Garcia, Cesar Hernandez,CWS
2021-10-05, Anthony Rizzo, Aaron Judge, Giancarlo Stanton, Joey Gallo, Gleyber Torres, Brett Gardner, Gio Urshela, Kyle Higashioka, Andrew Velazquez,NYY
