,#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
286,285,Adam Frazier,SEA,156.0,541.0,602.0,129.0,100.0,22.0,4.0,3.0,61.0,42.0,46.0,1.0,73.0,5.0,6.0,4.0,15.0,11.0,6.0,0.238
287,286,Daniel Vogelbach,- - -,130.0,386.0,461.0,92.0,54.0,19.0,1.0,18.0,47.0,59.0,73.0,2.0,114.0,1.0,1.0,0.0,11.0,0.0,0.0,0.238
288,287,Trevor Story,BOS,94.0,357.0,396.0,85.0,47.0,22.0,0.0,16.0,53.0,66.0,32.0,4.0,122.0,3.0,4.0,0.0,9.0,13.0,0.0,0.238
289,288,Adam Haseley,CHW,14.0,21.0,25.0,5.0,5.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.238
290,289,Romy Gonzalez,CHW,32.0,105.0,109.0,25.0,18.0,4.0,1.0,2.0,15.0,11.0,2.0,0.0,39.0,1.0,1.0,0.0,3.0,0.0,1.0,0.238
291,290,Willy Adames,MIL,139.0,563.0,617.0,134.0,72.0,31.0,0.0,31.0,83.0,98.0,49.0,3.0,166.0,1.0,4.0,0.0,11.0,8.0,3.0,0.238
292,291,Gilberto Celestino,MIN,122.0,311.0,347.0,74.0,59.0,12.0,1.0,2.0,30.0,24.0,32.0,0.0,77.0,2.0,0.0,2.0,13.0,4.0,1.0,0.238
293,292,Odubel Herrera,PHI,62.0,185.0,197.0,44.0,29.0,9.0,1.0,5.0,23.0,21.0,11.0,0.0,42.0,0.0,1.0,0.0,3.0,6.0,0.0,0.238
294,293,Javier Baez,DET,144.0,555.0,590.0,132.0,84.0,27.0,4.0,17.0,64.0,67.0,26.0,1.0,147.0,6.0,3.0,0.0,13.0,9.0,2.0,0.238
295,294,Connor Joe,COL,111.0,404.0,467.0,96.0,65.0,20.0,4.0,7.0,56.0,28.0,55.0,0.0,97.0,7.0,1.0,0.0,8.0,6.0,2.0,0.238
296,295,Ryan McKenna,BAL,105.0,156.0,172.0,37.0,25.0,10.0,0.0,2.0,23.0,11.0,11.0,1.0,55.0,2.0,1.0,2.0,3.0,2.0,1.0,0.237
297,296,Andrew McCutchen,MIL,134.0,515.0,580.0,122.0,80.0,25.0,0.0,17.0,66.0,69.0,57.0,1.0,124.0,4.0,4.0,0.0,10.0,8.0,6.0,0.237
298,297,Johan Camargo,PHI,52.0,152.0,166.0,36.0,30.0,3.0,0.0,3.0,8.0,15.0,13.0,0.0,37.0,0.0,0.0,1.0,1.0,0.0,0.0,0.237
299,298,Alex Call,- - -,47.0,114.0,131.0,27.0,18.0,3.0,1.0,5.0,18.0,13.0,15.0,0.0,30.0,2.0,0.0,0.0,2.0,3.0,3.0,0.237
300,299,Tommy Pham,- - -,144.0,554.0,622.0,131.0,90.0,23.0,1.0,17.0,89.0,63.0,56.0,0.0,167.0,7.0,5.0,0.0,20.0,8.0,3.0,0.236
301,300,Luke Williams,- - -,79.0,127.0,136.0,30.0,23.0,5.0,1.0,1.0,21.0,6.0,9.0,1.0,44.0,0.0,0.0,0.0,1.0,11.0,4.0,0.236
302,301,Jace Peterson,MIL,113.0,288.0,328.0,68.0,44.0,14.0,2.0,8.0,44.0,34.0,33.0,2.0,85.0,2.0,3.0,2.0,8.0,12.0,1.0,0.236
303,302,Dylan Carlson,STL,128.0,432.0,488.0,102.0,60.0,30.0,4.0,8.0,56.0,42.0,45.0,1.0,94.0,7.0,4.0,0.0,6.0,5.0,2.0,0.236
304,303,Hunter Dozier,KCR,129.0,462.0,500.0,109.0,67.0,26.0,4.0,12.0,51.0,41.0,34.0,0.0,125.0,3.0,1.0,0.0,14.0,4.0,3.0,0.236
305,304,Eugenio Suarez,SEA,150.0,543.0,629.0,128.0,71.0,24.0,2.0,31.0,76.0,87.0,73.0,0.0,196.0,8.0,5.0,0.0,12.0,0.0,0.0,0.236
306,305,Miguel Rojas,MIA,140.0,471.0,507.0,111.0,84.0,19.0,2.0,6.0,34.0,36.0,26.0,1.0,61.0,6.0,3.0,1.0,12.0,9.0,3.0,0.236
307,306,Ezequiel Duran,TEX,58.0,208.0,220.0,49.0,33.0,10.0,1.0,5.0,25.0,25.0,12.0,0.0,54.0,0.0,0.0,0.0,3.0,4.0,1.0,0.236
308,307,Chad Pinder,OAK,111.0,361.0,379.0,85.0,55.0,18.0,0.0,12.0,38.0,42.0,14.0,0.0,118.0,0.0,2.0,1.0,10.0,2.0,0.0,0.235
309,308,Tony Kemp,OAK,147.0,497.0,558.0,117.0,84.0,24.0,2.0,7.0,61.0,46.0,45.0,0.0,69.0,8.0,3.0,5.0,5.0,11.0,1.0,0.235
310,309,Daulton Varsho,ARI,151.0,531.0,592.0,125.0,72.0,23.0,3.0,27.0,79.0,74.0,46.0,0.0,145.0,7.0,5.0,2.0,8.0,16.0,6.0,0.235
311,310,Alfonso Rivas,CHC,101.0,251.0,287.0,59.0,49.0,5.0,2.0,3.0,27.0,25.0,29.0,1.0,87.0,4.0,2.0,1.0,1.0,6.0,1.0,0.235
312,311,Jesus Aguilar,- - -,129.0,464.0,507.0,109.0,74.0,19.0,0.0,16.0,39.0,51.0,28.0,1.0,119.0,4.0,5.0,0.0,8.0,1.0,0.0,0.235
313,312,Miguel Andujar,- - -,36.0,132.0,140.0,31.0,24.0,5.0,1.0,1.0,13.0,17.0,5.0,0.0,27.0,0.0,3.0,0.0,1.0,4.0,1.0,0.235
314,313,Christopher Morel,CHC,113.0,379.0,425.0,89.0,50.0,19.0,4.0,16.0,55.0,47.0,38.0,0.0,137.0,3.0,2.0,3.0,6.0,10.0,7.0,0.235
315,314,Jorge Polanco,MIN,104.0,375.0,445.0,88.0,56.0,16.0,0.0,16.0,54.0,56.0,64.0,1.0,95.0,2.0,4.0,0.0,4.0,3.0,3.0,0.235
316,315,Yan Gomes,CHC,86.0,277.0,293.0,65.0,45.0,12.0,0.0,8.0,23.0,31.0,8.0,0.0,47.0,3.0,4.0,1.0,15.0,2.0,0.0,0.235
317,316,Nelson Cruz,WSN,124.0,448.0,507.0,105.0,79.0,16.0,0.0,10.0,50.0,64.0,49.0,1.0,119.0,4.0,3.0,0.0,16.0,4.0,0.0,0.234
318,317,Bryson Stott,PHI,127.0,427.0,466.0,100.0,69.0,19.0,2.0,10.0,58.0,49.0,36.0,0.0,89.0,1.0,1.0,1.0,3.0,12.0,4.0,0.234
319,318,Jake Marisnick,PIT,31.0,77.0,82.0,18.0,10.0,6.0,0.0,2.0,9.0,6.0,4.0,1.0,24.0,0.0,0.0,1.0,2.0,2.0,1.0,0.234
320,319,Luis Barrera,OAK,32.0,77.0,85.0,18.0,12.0,5.0,0.0,1.0,3.0,7.0,6.0,0.0,17.0,1.0,1.0,0.0,2.0,3.0,0.0,0.234
321,320,Roberto Perez,PIT,21.0,60.0,69.0,14.0,10.0,2.0,0.0,2.0,8.0,8.0,9.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.233
322,321,Kyle Garlick,MIN,66.0,150.0,162.0,35.0,23.0,3.0,0.0,9.0,23.0,18.0,8.0,0.0,48.0,3.0,1.0,0.0,2.0,0.0,0.0,0.233
323,322,Emmanuel Rivera,- - -,102.0,330.0,359.0,77.0,46.0,16.0,3.0,12.0,46.0,40.0,23.0,0.0,83.0,5.0,1.0,0.0,8.0,1.0,2.0,0.233
324,323,Tyrone Taylor,MIL,120.0,373.0,405.0,87.0,46.0,21.0,3.0,17.0,49.0,51.0,22.0,0.0,102.0,7.0,3.0,0.0,11.0,3.0,2.0,0.233
325,324,Rodolfo Castro,PIT,71.0,253.0,278.0,59.0,36.0,8.0,4.0,11.0,25.0,27.0,22.0,0.0,74.0,2.0,1.0,0.0,6.0,5.0,3.0,0.233
326,325,Ji-Man Choi,TBR,113.0,356.0,419.0,83.0,50.0,22.0,0.0,11.0,36.0,52.0,58.0,3.0,123.0,2.0,3.0,0.0,3.0,0.0,0.0,0.233
327,326,Elehuris Montero,COL,53.0,176.0,185.0,41.0,19.0,15.0,1.0,6.0,21.0,20.0,8.0,0.0,60.0,1.0,0.0,0.0,4.0,0.0,0.0,0.233
328,327,Yermin Mercedes,SFG,31.0,73.0,83.0,17.0,11.0,5.0,0.0,1.0,9.0,8.0,9.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.233
329,328,Oneil Cruz,PIT,87.0,331.0,361.0,77.0,43.0,13.0,4.0,17.0,45.0,54.0,28.0,1.0,126.0,1.0,1.0,0.0,3.0,10.0,4.0,0.233
330,329,Richie Palacios,CLE,54.0,112.0,123.0,26.0,20.0,6.0,0.0,0.0,7.0,10.0,9.0,1.0,20.0,1.0,1.0,0.0,2.0,2.0,0.0,0.232
331,330,Ben Gamel,PIT,115.0,371.0,423.0,86.0,55.0,20.0,2.0,9.0,42.0,46.0,48.0,2.0,98.0,3.0,1.0,0.0,5.0,5.0,1.0,0.232
332,331,Trevor Larnach,MIN,51.0,160.0,180.0,37.0,19.0,13.0,0.0,5.0,22.0,18.0,18.0,1.0,57.0,0.0,2.0,0.0,1.0,0.0,0.0,0.231
333,332,Alek Thomas,ARI,113.0,381.0,411.0,88.0,62.0,17.0,1.0,8.0,45.0,39.0,22.0,0.0,74.0,3.0,5.0,0.0,6.0,4.0,3.0,0.231
334,333,Brandon Crawford,SFG,118.0,407.0,458.0,94.0,68.0,15.0,2.0,9.0,50.0,52.0,39.0,3.0,98.0,8.0,4.0,0.0,12.0,1.0,1.0,0.231
335,334,Nick Ahmed,ARI,17.0,52.0,54.0,12.0,7.0,2.0,0.0,3.0,7.0,7.0,2.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,0.231
336,335,David Villar,SFG,52.0,156.0,181.0,36.0,20.0,6.0,1.0,9.0,21.0,24.0,18.0,0.0,58.0,6.0,1.0,0.0,4.0,0.0,1.0,0.231
337,336,Nick Senzel,CIN,110.0,373.0,420.0,86.0,68.0,13.0,0.0,5.0,45.0,25.0,30.0,0.0,76.0,5.0,1.0,2.0,7.0,8.0,5.0,0.231
338,337,Nick Fortes,MIA,72.0,217.0,240.0,50.0,34.0,6.0,1.0,9.0,41.0,24.0,18.0,0.0,45.0,5.0,0.0,0.0,5.0,5.0,3.0,0.23
339,338,Seth Brown,OAK,150.0,500.0,555.0,115.0,61.0,26.0,3.0,25.0,55.0,73.0,51.0,3.0,146.0,3.0,1.0,0.0,7.0,11.0,2.0,0.23
340,339,Michael Chavis,PIT,129.0,401.0,426.0,92.0,59.0,16.0,3.0,14.0,39.0,49.0,19.0,1.0,126.0,2.0,4.0,0.0,4.0,1.0,1.0,0.229
341,340,Maikel Franco,WSN,103.0,371.0,388.0,85.0,61.0,15.0,0.0,9.0,31.0,39.0,12.0,0.0,75.0,2.0,3.0,0.0,18.0,1.0,0.0,0.229
342,341,Tyler Naquin,- - -,105.0,310.0,334.0,71.0,37.0,19.0,4.0,11.0,47.0,46.0,19.0,2.0,93.0,4.0,0.0,1.0,3.0,4.0,2.0,0.229
343,342,Anthony Rendon,LAA,47.0,166.0,193.0,38.0,23.0,10.0,0.0,5.0,15.0,24.0,23.0,0.0,35.0,2.0,2.0,0.0,7.0,2.0,0.0,0.229
344,343,Derek Hill,DET,31.0,83.0,92.0,19.0,16.0,2.0,0.0,1.0,8.0,3.0,5.0,0.0,28.0,0.0,1.0,3.0,0.0,3.0,0.0,0.229
345,344,P.J. Higgins,CHC,74.0,201.0,229.0,46.0,28.0,11.0,1.0,6.0,23.0,30.0,22.0,0.0,58.0,2.0,1.0,3.0,2.0,0.0,0.0,0.229
346,345,Frank Schwindel,CHC,75.0,271.0,292.0,62.0,43.0,11.0,0.0,8.0,23.0,36.0,19.0,1.0,58.0,0.0,2.0,0.0,12.0,0.0,0.0,0.229
347,346,Matt Chapman,TOR,155.0,538.0,621.0,123.0,68.0,27.0,1.0,27.0,83.0,76.0,68.0,1.0,170.0,10.0,5.0,0.0,7.0,2.0,2.0,0.229
348,347,Wilmer Flores,SFG,151.0,525.0,602.0,120.0,72.0,28.0,1.0,19.0,72.0,71.0,59.0,1.0,103.0,11.0,7.0,0.0,7.0,0.0,0.0,0.229
349,348,Kevin Kiermaier,TBR,63.0,206.0,221.0,47.0,32.0,8.0,0.0,7.0,28.0,22.0,14.0,0.0,61.0,1.0,0.0,0.0,2.0,6.0,1.0,0.228
350,349,Matt Wallner,MIN,18.0,57.0,65.0,13.0,8.0,3.0,0.0,2.0,4.0,10.0,6.0,1.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,0.228
351,350,Elias Diaz,COL,105.0,351.0,381.0,80.0,51.0,18.0,2.0,9.0,29.0,51.0,25.0,0.0,82.0,2.0,3.0,0.0,8.0,0.0,1.0,0.228
352,351,Lars Nootbaar,STL,108.0,290.0,347.0,66.0,33.0,16.0,3.0,14.0,53.0,40.0,51.0,1.0,71.0,1.0,5.0,0.0,3.0,4.0,1.0,0.228
353,352,Tyler O'Neill,STL,96.0,334.0,383.0,76.0,50.0,11.0,1.0,14.0,56.0,58.0,38.0,0.0,103.0,4.0,7.0,0.0,9.0,14.0,4.0,0.228
354,353,Edmundo Sosa,- - -,78.0,176.0,190.0,40.0,23.0,11.0,4.0,2.0,26.0,21.0,5.0,0.0,50.0,7.0,1.0,1.0,6.0,6.0,1.0,0.227
355,354,Kyle Higashioka,NYY,83.0,229.0,248.0,52.0,35.0,7.0,0.0,10.0,27.0,31.0,12.0,0.0,52.0,1.0,4.0,2.0,5.0,0.0,1.0,0.227
356,355,Nicky Lopez,KCR,142.0,436.0,480.0,99.0,83.0,12.0,4.0,0.0,51.0,20.0,29.0,0.0,63.0,4.0,1.0,10.0,8.0,13.0,3.0,0.227
357,356,Max Kepler,MIN,115.0,388.0,446.0,88.0,60.0,18.0,1.0,9.0,54.0,43.0,49.0,1.0,66.0,5.0,4.0,0.0,7.0,3.0,2.0,0.227
358,357,Jake Meyers,HOU,52.0,150.0,160.0,34.0,25.0,6.0,2.0,1.0,13.0,15.0,7.0,0.0,54.0,2.0,1.0,0.0,1.0,2.0,1.0,0.227
359,358,Jonah Heim,TEX,127.0,406.0,450.0,92.0,55.0,20.0,1.0,16.0,51.0,48.0,41.0,0.0,87.0,1.0,2.0,0.0,10.0,2.0,0.0,0.227
360,359,Keston Hiura,MIL,80.0,234.0,266.0,53.0,30.0,8.0,1.0,14.0,34.0,32.0,23.0,0.0,111.0,8.0,1.0,0.0,3.0,5.0,2.0,0.226
361,360,Calvin Mitchell,PIT,69.0,212.0,232.0,48.0,32.0,11.0,0.0,5.0,21.0,17.0,18.0,0.0,52.0,0.0,1.0,1.0,3.0,3.0,1.0,0.226
362,361,Nolan Gorman,STL,89.0,283.0,313.0,64.0,37.0,13.0,0.0,14.0,44.0,35.0,28.0,0.0,103.0,2.0,0.0,0.0,2.0,1.0,0.0,0.226
363,362,Luke Voit,- - -,135.0,500.0,568.0,113.0,69.0,22.0,0.0,22.0,55.0,69.0,55.0,1.0,179.0,7.0,6.0,0.0,9.0,1.0,1.0,0.226
364,363,Marcell Ozuna,ATL,124.0,470.0,507.0,106.0,64.0,19.0,0.0,23.0,56.0,56.0,31.0,0.0,122.0,2.0,4.0,0.0,12.0,2.0,1.0,0.226
365,364,Luis Torrens,SEA,57.0,151.0,166.0,34.0,29.0,2.0,0.0,3.0,13.0,15.0,12.0,0.0,50.0,1.0,2.0,0.0,5.0,0.0,0.0,0.225
366,365,Adam Engel,CHW,119.0,245.0,260.0,55.0,39.0,13.0,1.0,2.0,32.0,17.0,11.0,1.0,76.0,4.0,0.0,0.0,2.0,12.0,4.0,0.224
367,366,Dylan Moore,SEA,104.0,205.0,255.0,46.0,27.0,11.0,2.0,6.0,41.0,24.0,34.0,2.0,75.0,13.0,1.0,1.0,5.0,21.0,8.0,0.224
368,367,Avisail Garcia,MIA,98.0,357.0,380.0,80.0,63.0,9.0,0.0,8.0,31.0,35.0,17.0,0.0,109.0,4.0,2.0,0.0,12.0,4.0,0.0,0.224
369,368,Victor Robles,WSN,132.0,366.0,407.0,82.0,64.0,10.0,2.0,6.0,42.0,33.0,17.0,0.0,104.0,9.0,4.0,11.0,3.0,15.0,4.0,0.224
370,369,Jo Adell,LAA,88.0,268.0,285.0,60.0,38.0,12.0,2.0,8.0,22.0,27.0,11.0,0.0,107.0,4.0,1.0,0.0,6.0,4.0,2.0,0.224
371,370,Jonathan Davis,MIL,37.0,76.0,91.0,17.0,16.0,1.0,0.0,0.0,9.0,4.0,14.0,0.0,26.0,0.0,0.0,1.0,1.0,7.0,1.0,0.224
372,371,Anthony Rizzo,NYY,130.0,465.0,548.0,104.0,50.0,21.0,1.0,32.0,77.0,75.0,58.0,6.0,101.0,23.0,2.0,0.0,13.0,6.0,5.0,0.224
373,372,Byron Buxton,MIN,92.0,340.0,382.0,76.0,32.0,13.0,3.0,28.0,61.0,51.0,34.0,0.0,116.0,7.0,1.0,0.0,0.0,6.0,0.0,0.224
374,373,Albert Almora Jr.,CIN,64.0,215.0,235.0,48.0,32.0,10.0,1.0,5.0,26.0,29.0,17.0,0.0,46.0,1.0,1.0,1.0,9.0,3.0,2.0,0.223
375,374,Jacob Stallings,MIA,114.0,346.0,384.0,77.0,61.0,12.0,0.0,4.0,25.0,34.0,29.0,0.0,83.0,6.0,2.0,1.0,15.0,0.0,1.0,0.223
376,375,Pedro Severino,MIL,8.0,18.0,21.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222
377,376,Carlos Perez,CHW,7.0,18.0,18.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.222
378,377,Brian Anderson,MIA,98.0,338.0,383.0,75.0,50.0,16.0,1.0,8.0,43.0,28.0,37.0,2.0,101.0,7.0,1.0,0.0,7.0,1.0,0.0,0.222
379,378,Josh Donaldson,NYY,132.0,478.0,546.0,106.0,63.0,28.0,0.0,15.0,59.0,62.0,54.0,1.0,148.0,8.0,6.0,0.0,13.0,2.0,2.0,0.222
380,379,Enrique Hernandez,BOS,93.0,361.0,402.0,80.0,50.0,24.0,0.0,6.0,48.0,45.0,34.0,0.0,71.0,3.0,4.0,0.0,11.0,0.0,2.0,0.222
381,380,Franmil Reyes,- - -,118.0,438.0,473.0,97.0,64.0,17.0,2.0,14.0,43.0,47.0,30.0,0.0,157.0,2.0,3.0,0.0,12.0,2.0,1.0,0.221
382,381,Chris Taylor,LAD,118.0,402.0,454.0,89.0,51.0,25.0,3.0,10.0,45.0,43.0,44.0,2.0,160.0,5.0,3.0,0.0,4.0,10.0,1.0,0.221
383,382,Brandon Lowe,TBR,65.0,235.0,266.0,52.0,32.0,10.0,2.0,8.0,31.0,25.0,27.0,0.0,61.0,3.0,1.0,0.0,1.0,1.0,0.0,0.221
384,383,Luke Maile,CLE,76.0,181.0,206.0,40.0,27.0,10.0,0.0,3.0,19.0,17.0,19.0,0.0,54.0,3.0,3.0,0.0,6.0,0.0,0.0,0.221
385,384,Josh Lowe,TBR,52.0,181.0,198.0,40.0,24.0,12.0,2.0,2.0,24.0,13.0,15.0,1.0,66.0,1.0,0.0,1.0,1.0,3.0,0.0,0.221
386,385,Jorge Mateo,BAL,150.0,494.0,533.0,109.0,64.0,25.0,7.0,13.0,63.0,50.0,27.0,0.0,147.0,5.0,2.0,3.0,8.0,35.0,9.0,0.221
387,386,Tucker Barnhart,DET,94.0,281.0,308.0,62.0,51.0,10.0,0.0,1.0,16.0,16.0,25.0,0.0,74.0,1.0,0.0,1.0,7.0,0.0,0.0,0.221
388,387,Jarren Duran,BOS,58.0,204.0,223.0,45.0,25.0,14.0,3.0,3.0,23.0,17.0,14.0,0.0,63.0,4.0,1.0,0.0,1.0,7.0,1.0,0.221
389,388,Myles Straw,CLE,152.0,535.0,596.0,118.0,93.0,22.0,3.0,0.0,72.0,32.0,54.0,0.0,87.0,1.0,4.0,2.0,4.0,21.0,1.0,0.221
390,389,Pavin Smith,ARI,75.0,245.0,277.0,54.0,36.0,9.0,0.0,9.0,24.0,33.0,28.0,1.0,67.0,1.0,3.0,0.0,2.0,1.0,0.0,0.22
391,390,Kevin Plawecki,- - -,64.0,168.0,186.0,37.0,28.0,8.0,0.0,1.0,15.0,13.0,14.0,0.0,32.0,2.0,1.0,1.0,6.0,0.0,0.0,0.22
392,391,Vimael Machin,OAK,73.0,223.0,253.0,49.0,36.0,12.0,0.0,1.0,26.0,13.0,25.0,0.0,47.0,2.0,3.0,0.0,6.0,1.0,1.0,0.22
393,392,Sergio Alcantara,- - -,93.0,205.0,224.0,45.0,30.0,8.0,1.0,6.0,26.0,29.0,12.0,0.0,57.0,1.0,4.0,2.0,6.0,1.0,2.0,0.22
394,393,Jesse Winker,SEA,136.0,456.0,547.0,100.0,71.0,15.0,0.0,14.0,51.0,53.0,84.0,1.0,103.0,4.0,3.0,0.0,8.0,0.0,0.0,0.219
395,394,Rowdy Tellez,MIL,153.0,529.0,599.0,116.0,58.0,23.0,0.0,35.0,67.0,89.0,62.0,9.0,121.0,5.0,3.0,0.0,20.0,2.0,1.0,0.219
396,395,Franchy Cordero,BOS,84.0,242.0,275.0,53.0,27.0,17.0,1.0,8.0,36.0,29.0,28.0,1.0,92.0,1.0,2.0,2.0,1.0,4.0,1.0,0.219
397,396,Daz Cameron,DET,21.0,64.0,70.0,14.0,9.0,3.0,1.0,1.0,6.0,8.0,5.0,0.0,20.0,1.0,0.0,0.0,1.0,2.0,0.0,0.219
398,397,Andy Ibanez,TEX,40.0,119.0,128.0,26.0,21.0,4.0,0.0,1.0,13.0,9.0,9.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.218
399,398,Kyle Schwarber,PHI,155.0,577.0,669.0,126.0,56.0,21.0,3.0,46.0,100.0,94.0,86.0,3.0,200.0,4.0,2.0,0.0,10.0,10.0,1.0,0.218
400,399,Shea Langeliers,OAK,40.0,142.0,153.0,31.0,14.0,10.0,1.0,6.0,14.0,22.0,9.0,0.0,53.0,0.0,2.0,0.0,4.0,0.0,0.0,0.218
401,400,Alcides Escobar,WSN,42.0,124.0,131.0,27.0,21.0,4.0,2.0,0.0,12.0,8.0,5.0,0.0,32.0,2.0,0.0,0.0,1.0,1.0,1.0,0.218
402,401,Tyler Wade,LAA,67.0,147.0,163.0,32.0,26.0,5.0,0.0,1.0,22.0,8.0,10.0,0.0,33.0,1.0,0.0,5.0,3.0,8.0,5.0,0.218
403,402,Matt Thaiss,LAA,29.0,69.0,81.0,15.0,12.0,1.0,0.0,2.0,9.0,8.0,11.0,1.0,24.0,0.0,1.0,0.0,2.0,1.0,0.0,0.217
404,403,MJ Melendez,KCR,129.0,460.0,534.0,100.0,58.0,21.0,3.0,18.0,57.0,62.0,66.0,1.0,131.0,1.0,7.0,0.0,2.0,2.0,3.0,0.217
405,404,Buddy Kennedy,ARI,30.0,83.0,94.0,18.0,13.0,2.0,2.0,1.0,10.0,12.0,8.0,0.0,23.0,1.0,2.0,0.0,1.0,0.0,0.0,0.217
406,405,Jeimer Candelario,DET,124.0,429.0,467.0,93.0,59.0,19.0,2.0,13.0,49.0,50.0,28.0,1.0,109.0,6.0,4.0,0.0,9.0,0.0,1.0,0.217
407,406,Tyler Heineman,- - -,62.0,157.0,174.0,34.0,26.0,8.0,0.0,0.0,16.0,9.0,8.0,0.0,17.0,5.0,0.0,4.0,3.0,1.0,0.0,0.217
408,407,Jake Lamb,- - -,41.0,97.0,111.0,21.0,11.0,6.0,1.0,3.0,13.0,6.0,11.0,0.0,38.0,3.0,0.0,0.0,4.0,0.0,1.0,0.216
409,408,Jackson Frazier,CHC,19.0,37.0,45.0,8.0,5.0,3.0,0.0,0.0,4.0,1.0,7.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.216
410,409,Michael Toglia,COL,31.0,111.0,120.0,24.0,12.0,8.0,2.0,2.0,10.0,12.0,9.0,0.0,44.0,0.0,0.0,0.0,2.0,1.0,1.0,0.216
411,410,Aaron Hicks,NYY,130.0,384.0,453.0,83.0,64.0,9.0,2.0,8.0,54.0,40.0,62.0,3.0,109.0,4.0,2.0,1.0,10.0,10.0,3.0,0.216
412,411,Hoy Park,PIT,23.0,51.0,60.0,11.0,7.0,2.0,0.0,2.0,7.0,6.0,4.0,0.0,15.0,1.0,2.0,2.0,0.0,1.0,0.0,0.216
413,412,Andrew Knizner,STL,97.0,260.0,293.0,56.0,42.0,10.0,0.0,4.0,28.0,25.0,26.0,0.0,62.0,6.0,0.0,1.0,9.0,0.0,1.0,0.215
414,413,Roman Quinn,- - -,44.0,79.0,87.0,17.0,12.0,3.0,2.0,0.0,15.0,7.0,7.0,0.0,36.0,1.0,0.0,0.0,0.0,4.0,3.0,0.215
415,414,Jared Walsh,LAA,118.0,423.0,454.0,91.0,56.0,18.0,2.0,15.0,41.0,44.0,27.0,4.0,138.0,4.0,0.0,0.0,6.0,2.0,1.0,0.215
416,415,Joey Bart,SFG,97.0,261.0,291.0,56.0,39.0,6.0,0.0,11.0,34.0,25.0,26.0,0.0,112.0,4.0,0.0,0.0,5.0,2.0,1.0,0.215
417,416,Bobby Dalbec,BOS,117.0,317.0,353.0,68.0,45.0,9.0,2.0,12.0,40.0,39.0,29.0,0.0,118.0,3.0,4.0,0.0,5.0,3.0,0.0,0.215
418,417,Mike Yastrzemski,SFG,148.0,485.0,558.0,104.0,54.0,31.0,2.0,17.0,73.0,57.0,61.0,0.0,141.0,5.0,6.0,1.0,3.0,5.0,1.0,0.214
419,418,Mike Moustakas,CIN,78.0,252.0,285.0,54.0,35.0,12.0,0.0,7.0,30.0,25.0,24.0,0.0,75.0,6.0,3.0,0.0,8.0,2.0,0.0,0.214
420,419,Cam Gallagher,KCR,18.0,42.0,47.0,9.0,4.0,5.0,0.0,0.0,1.0,5.0,3.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.214
421,420,Brandon Dixon,SDP,5.0,14.0,14.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.214
422,421,Jesus Sanchez,MIA,98.0,313.0,343.0,67.0,37.0,14.0,3.0,13.0,38.0,36.0,26.0,0.0,92.0,3.0,1.0,0.0,7.0,1.0,0.0,0.214
423,422,Sheldon Neuse,OAK,89.0,271.0,293.0,58.0,48.0,4.0,2.0,4.0,25.0,26.0,20.0,0.0,80.0,2.0,0.0,0.0,5.0,6.0,1.0,0.214
424,423,Mauricio Dubon,- - -,104.0,243.0,265.0,52.0,38.0,9.0,0.0,5.0,31.0,24.0,13.0,0.0,30.0,1.0,5.0,3.0,7.0,2.0,3.0,0.214
425,424,Yadier Molina,STL,80.0,262.0,270.0,56.0,43.0,8.0,0.0,5.0,19.0,24.0,5.0,0.0,40.0,2.0,1.0,0.0,10.0,2.0,0.0,0.214
426,425,Travis Demeritte,ATL,26.0,89.0,96.0,19.0,14.0,2.0,0.0,3.0,9.0,6.0,6.0,0.0,32.0,0.0,1.0,0.0,2.0,0.0,0.0,0.213
427,426,Jake Cave,MIN,54.0,164.0,177.0,35.0,20.0,7.0,3.0,5.0,17.0,20.0,11.0,0.0,49.0,0.0,2.0,0.0,2.0,2.0,0.0,0.213
428,427,Aramis Garcia,CIN,47.0,108.0,115.0,23.0,20.0,2.0,0.0,1.0,6.0,4.0,3.0,0.0,34.0,2.0,0.0,2.0,4.0,0.0,1.0,0.213
429,428,Jason Delay,PIT,57.0,155.0,167.0,33.0,26.0,6.0,0.0,1.0,17.0,11.0,9.0,0.0,50.0,2.0,0.0,1.0,4.0,0.0,2.0,0.213
