date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2022-03-31, Tony Kemp, Elvis Andrus, Sean Murphy, Stephen Vogt, Chad Pinder, Seth Brown, Stephen Piscotty, Kevin Smith, Cristian Pache,OAK
2022-04-01, Jed Lowrie, Stephen Piscotty, Austin Allen, Kevin Smith, Sheldon Neuse, Christian Bethancourt, Cristian Pache, Christian Lopes, Drew Jackson,OAK
2022-04-02, Tony Kemp, Stephen Vogt, Sean Murphy, Seth Brown, Chad Pinder, Eric Thames, Elvis Andrus, Sheldon Neuse, Skye Bolt,OAK
2022-03-18, Santiago Espinal, Bo Bichette, Greg Bird, Danny Jansen, Joshua Palacios, Jordan Groshans, Mallex Smith, Otto Lopez, Nathan Lukes,TOR
2022-03-19, Mallex Smith, Bo Bichette, Vladimir Guerrero Jr., Teoscar Hernandez, Reese McGuire, Santiago Espinal, Orelvis Martinez, Gosuke Katoh, Nathan Lukes,TOR
2022-03-20, Randal Grichuk, Matt Chapman, Lourdes Gurriel Jr., Alejandro Kirk, Danny Jansen, Greg Bird, Jordan Groshans, Gosuke Katoh, Chavez Young,TOR
2022-03-21, Santiago Espinal, Bo Bichette, Vladimir Guerrero Jr., Alejandro Kirk, Greg Bird, Orelvis Martinez, Mallex Smith, Nathan Lukes, Vinny Capra,TOR
2022-03-22, George Springer, Bo Bichette, Vladimir Guerrero Jr., Lourdes Gurriel Jr., Matt Chapman, Cavan Biggio, Randal Grichuk, Danny Jansen, Reese McGuire,TOR
2022-03-23, Cavan Biggio, Santiago Espinal, Alejandro Kirk, Greg Bird, Reese McGuire, Joshua Palacios, Gosuke Katoh, Mallex Smith, Nathan Lukes,TOR
2022-03-25, George Springer, Bo Bichette, Vladimir Guerrero Jr., Lourdes Gurriel Jr., Matt Chapman, Alejandro Kirk, Santiago Espinal, Cavan Biggio, Danny Jansen,TOR
2022-03-26, Cavan Biggio, Bo Bichette, Vladimir Guerrero Jr., Lourdes Gurriel Jr., Matt Chapman, Alejandro Kirk, Reese McGuire, Joshua Palacios, Mallex Smith,TOR
2022-03-27, George Springer, Raimel Tapia, Vladimir Guerrero Jr., Teoscar Hernandez, Santiago Espinal, Danny Jansen, Greg Bird, Otto Lopez, Gosuke Katoh,TOR
2022-03-28, Cavan Biggio, Bo Bichette, Teoscar Hernandez, Lourdes Gurriel Jr., Greg Bird, Santiago Espinal, Nathan Lukes, Gosuke Katoh, Kellin Deglan,TOR
2022-03-30, Raimel Tapia, Bo Bichette, Vladimir Guerrero Jr., Teoscar Hernandez, Lourdes Gurriel Jr., Matt Chapman, Cavan Biggio, Santiago Espinal, Tyler Heineman,TOR
2022-03-31, George Springer, Vladimir Guerrero Jr., Teoscar Hernandez, Bo Bichette, Alejandro Kirk, Lourdes Gurriel Jr., Matt Chapman, Cavan Biggio, Santiago Espinal,TOR
2022-04-01, Cavan Biggio, Santiago Espinal, Greg Bird, Alejandro Kirk, Raimel Tapia, Reese McGuire, Nathan Lukes, Gosuke Katoh, Sebastian Espino,TOR
2022-04-02, George Springer, Vladimir Guerrero Jr., Teoscar Hernandez, Bo Bichette, Lourdes Gurriel Jr., Greg Bird, Matt Chapman, Cavan Biggio, Danny Jansen,TOR
2022-03-18, Orlando Arcia, Ozzie Albies, Matt Olson, Marcell Ozuna, Adam Duvall, William Contreras, Ryan Goins, Drew Waters, Travis Demeritte,ATL
2022-03-19, Guillermo Heredia, Dansby Swanson, Austin Riley, John Nogowski, Michael Harris II, Travis Demeritte, Ryan Goins, Hendrik Clementina, Drew Waters,ATL
2022-03-20, Orlando Arcia, Ozzie Albies, Matt Olson, Marcell Ozuna, Adam Duvall, Travis d'Arnaud, Michael Harris II, Jesse Franklin V, Braden Shewmake,ATL
2022-03-21, Eddie Rosario, Dansby Swanson, Austin Riley, Alex Dickerson, Guillermo Heredia, William Contreras, John Nogowski, Ryan Goins, Jesse Franklin V,ATL
2022-03-22, Orlando Arcia, Ozzie Albies, Matt Olson, Marcell Ozuna, Travis d'Arnaud, Alex Dickerson, William Contreras, Michael Harris II, Ryan Goins,ATL
2022-03-23, Eddie Rosario, Ozzie Albies, Matt Olson, Marcell Ozuna, Austin Riley, Adam Duvall, Dansby Swanson, Manny Pina, Orlando Arcia,ATL
2022-03-25, Eddie Rosario, Matt Olson, Austin Riley, Marcell Ozuna, Alex Dickerson, Ozzie Albies, Adam Duvall, Travis d'Arnaud, Dansby Swanson,ATL
2022-03-26, Dansby Swanson, Matt Olson, Austin Riley, Marcell Ozuna, Ozzie Albies, Eddie Rosario, Adam Duvall, Manny Pina, Michael Harris II,ATL
2022-03-27, Guillermo Heredia, Travis Demeritte, Travis d'Arnaud, Orlando Arcia, William Contreras, Manny Pina, Brock Holt, John Nogowski, Ryan Goins,ATL
2022-03-28, Eddie Rosario, Ozzie Albies, Matt Olson, Austin Riley, Marcell Ozuna, Alex Dickerson, Adam Duvall, Dansby Swanson, William Contreras,ATL
2022-03-30, Dansby Swanson, Matt Olson, Travis d'Arnaud, Austin Riley, Ozzie Albies, Eddie Rosario, Adam Duvall, Alex Dickerson, Guillermo Heredia,ATL
2022-03-31, Orlando Arcia, Matt Olson, Austin Riley, Marcell Ozuna, Ozzie Albies, Alex Dickerson, Adam Duvall, Dansby Swanson, Manny Pina,ATL
2022-04-01, Eddie Rosario, Dansby Swanson, Travis d'Arnaud, Marcell Ozuna, Ozzie Albies, Alex Dickerson, Orlando Arcia, Guillermo Heredia, Phil Gosselin,ATL
2022-04-02, Orlando Arcia, Matt Olson, Austin Riley, Adam Duvall, Eddie Rosario, William Contreras, Guillermo Heredia, Manny Pina, Ryan Goins,ATL
2022-03-18, Jace Peterson, Willy Adames, Christian Yelich, Hunter Renfroe, Keston Hiura, Mike Brosseau, Corey Ray, Mario Feliciano, Tyler White,MIL
2022-03-19, Kolten Wong, Luis Urias, Rowdy Tellez, Pedro Severino, Tyrone Taylor, Abraham Almonte, Pablo Reyes, David Dahl, Jonathan Davis,MIL
2022-03-20, Omar Narvaez, Willy Adames, Christian Yelich, Hunter Renfroe, Keston Hiura, Jace Peterson, Mike Brosseau, Tyler White, Jonathan Davis,MIL
2022-03-21, Kolten Wong, Willy Adames, Christian Yelich, Andrew McCutchen, Rowdy Tellez, Pedro Severino, Tyrone Taylor, David Dahl, Pablo Reyes,MIL
2022-03-22, Lorenzo Cain, Omar Narvaez, Hunter Renfroe, Keston Hiura, Mike Brosseau, Pablo Reyes, Jace Peterson, Jonathan Davis, Andruw Monasterio,MIL
2022-03-23, Kolten Wong, Willy Adames, Andrew McCutchen, Rowdy Tellez, Pedro Severino, Tyrone Taylor, Jace Peterson, Keston Hiura, Tyler White,MIL
2022-03-24, Lorenzo Cain, Omar Narvaez, Christian Yelich, Mike Brosseau, Jon Singleton, Mark Mathias, David Dahl, Pablo Reyes, Tyler White,MIL
2022-03-25, Kolten Wong, Willy Adames, Christian Yelich, Andrew McCutchen, Rowdy Tellez, Hunter Renfroe, Pedro Severino, Tyrone Taylor, Mike Brosseau,MIL
2022-03-26, Kolten Wong, Lorenzo Cain, Willy Adames, Andrew McCutchen, Rowdy Tellez, Tyrone Taylor, Omar Narvaez, Jace Peterson, David Dahl,MIL
2022-03-28, Kolten Wong, Lorenzo Cain, Christian Yelich, Andrew McCutchen, Willy Adames, Rowdy Tellez, Hunter Renfroe, Omar Narvaez, Jace Peterson,MIL
2022-03-29, Kolten Wong, Willy Adames, Christian Yelich, Pedro Severino, Tyrone Taylor, Rowdy Tellez, Keston Hiura, Jace Peterson, Mike Brosseau,MIL
2022-03-30, Tyrone Taylor, Omar Narvaez, Hunter Renfroe, Pedro Severino, Keston Hiura, Mike Brosseau, Joe Gray Jr., Sal Frelick, Weston Wilson,MIL
2022-03-31, Kolten Wong, Lorenzo Cain, Christian Yelich, Andrew McCutchen, Willy Adames, Rowdy Tellez, Hunter Renfroe, Omar Narvaez, Jace Peterson,MIL
2022-04-01, Kolten Wong, Lorenzo Cain, Christian Yelich, Andrew McCutchen, Freddy Zamora, Rowdy Tellez, Tyrone Taylor, Pedro Severino, Mike Brosseau,MIL
2022-04-02, Jace Peterson, Tyrone Taylor, Willy Adames, Keston Hiura, Pedro Severino, Mike Brosseau, Felix Valerio, Korry Howell, Carlos D. Rodriguez,MIL
2022-03-18, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Dylan Carlson, Harrison Bader, Paul DeJong, Lars Nootbaar, Andrew Knizner,STL
2022-03-20, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Dylan Carlson, Harrison Bader, Paul DeJong, Edmundo Sosa, Andrew Knizner,STL
2022-03-21, Corey Dickerson, Lars Nootbaar, Nolan Gorman, Juan Yepez, Edmundo Sosa, Brendan Donovan, Ali Sanchez, Alec Burleson, Conner Capel,STL
2022-03-22, Tommy Edman, Paul Goldschmidt, Dylan Carlson, Nolan Arenado, Paul DeJong, Andrew Knizner, Juan Yepez, Brendan Donovan, Alec Burleson,STL
2022-03-23, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Dylan Carlson, Corey Dickerson, Paul DeJong, Harrison Bader, Ali Sanchez,STL
2022-03-25, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Paul DeJong, Harrison Bader, Andrew Knizner, Nolan Gorman,STL
2022-03-26, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Corey Dickerson, Lars Nootbaar, Edmundo Sosa, Andrew Knizner, Juan Yepez,STL
2022-03-27, Dylan Carlson, Lars Nootbaar, Harrison Bader, Paul DeJong, Juan Yepez, Brendan Donovan, Alec Burleson, Ali Sanchez, Kramer Robertson,STL
2022-03-28, Tommy Edman, Paul Goldschmidt, Tyler O'Neill, Nolan Arenado, Dylan Carlson, Yadier Molina, Paul DeJong, Juan Yepez, Harrison Bader,STL
2022-03-30, Dylan Carlson, Paul Goldschmidt, Tyler O'Neill, Albert Pujols, Paul DeJong, Yadier Molina, Harrison Bader, Tommy Edman, Brendan Donovan,STL
2022-03-31, Harrison Bader, Tyler O'Neill, Nolan Arenado, Paul DeJong, Lars Nootbaar, Andrew Knizner, Brendan Donovan, Alec Burleson, Luken Baker,STL
2022-04-01, Brendan Donovan, Alec Burleson, Conner Capel, Luken Baker, Cory Spangenberg, Kramer Robertson, Delvin Perez, Julio E. Rodriguez, Mike Antico,STL
2022-03-17a, Zach Davis, P.J. Higgins, Andy Weber, Nelson Maldonado, Bryce Ball, Levi Jordan, Darius Hill, Kevin Made, D.J. Artis,CHC
2022-03-17b, Ildemaro Vargas, Yan Gomes, Brennen Davis, Jared Young, Pete Crow-Armstrong, Chase Strumpf, Donnie Dewees, Dixon Machado, Trent Giambrone,CHC
2022-03-18, Nico Hoerner, Rafael Ortega, Frank Schwindel, Clint Frazier, Yan Gomes, Ildemaro Vargas, Greg Deichmann, Nelson Velazquez, Dixon Machado,CHC
2022-03-19, Michael Hermosillo, Willson Contreras, Jason Heyward, Patrick Wisdom, Alfonso Rivas III, Sergio Alcantara, Brennen Davis, Alexander Canario, Andy Weber,CHC
2022-03-20, Rafael Ortega, Nico Hoerner, Frank Schwindel, Clint Frazier, Yan Gomes, Nelson Velazquez, Ildemaro Vargas, Dixon Machado, Greg Deichmann,CHC
2022-03-21, Nick Madrigal, Willson Contreras, Jason Heyward, Patrick Wisdom, Alfonso Rivas III, Michael Hermosillo, Brennen Davis, Narciso Crook, Sergio Alcantara,CHC
2022-03-22, Rafael Ortega, Nico Hoerner, Yan Gomes, Clint Frazier, Alfonso Rivas III, Ildemaro Vargas, Dixon Machado, Michael Hermosillo, Owen Caissie,CHC
2022-03-23, Nick Madrigal, Jason Heyward, Willson Contreras, Ian Happ, Clint Frazier, Patrick Wisdom, Nico Hoerner, Brennen Davis, Ildemaro Vargas,CHC
2022-03-24, Rafael Ortega, Andrelton Simmons, Patrick Wisdom, Yan Gomes, Alfonso Rivas III, Michael Hermosillo, Dixon Machado, Greg Deichmann, Andy Weber,CHC
2022-03-25, Clint Frazier, Seiya Suzuki, Ian Happ, Willson Contreras, Jason Heyward, Jonathan Villar, Nick Madrigal, Nico Hoerner, Alfonso Rivas III,CHC
2022-03-26, Clint Frazier, Nico Hoerner, Patrick Wisdom, Yan Gomes, Alfonso Rivas III, Michael Hermosillo, Rafael Ortega, Ildemaro Vargas, Christopher Morel,CHC
2022-03-27, Rafael Ortega, Seiya Suzuki, Frank Schwindel, Willson Contreras, Ian Happ, Jason Heyward, Jonathan Villar, Patrick Wisdom, Nick Madrigal,CHC
2022-03-28, Clint Frazier, Jason Heyward, Jonathan Villar, Yan Gomes, Nico Hoerner, Alfonso Rivas III, Michael Hermosillo, Ildemaro Vargas, Alexander Canario,CHC
2022-03-29, Nick Madrigal, Seiya Suzuki, Willson Contreras, Frank Schwindel, Ian Happ, Patrick Wisdom, Rafael Ortega, Alfonso Rivas III, Ildemaro Vargas,CHC
2022-03-30, Nick Madrigal, Seiya Suzuki, Frank Schwindel, Willson Contreras, Jonathan Villar, Jason Heyward, Ian Happ, Clint Frazier, Nico Hoerner,CHC
2022-04-01a, Clint Frazier, Rafael Ortega, Willson Contreras, Jonathan Villar, Michael Hermosillo, Alfonso Rivas III, Reginald Preciado, Greg Deichmann, Ed Howard,CHC
2022-04-01b, Nico Hoerner, Seiya Suzuki, Frank Schwindel, Jason Heyward, Patrick Wisdom, Ian Happ, Yan Gomes, Ildemaro Vargas, James Triantos,CHC
2022-04-02, Jonathan Villar, Nico Hoerner, Willson Contreras, Frank Schwindel, Seiya Suzuki, Ian Happ, Patrick Wisdom, Jason Heyward, Ildemaro Vargas,CHC
2022-03-17, Alek Thomas, Nick Heath, Jake Hager, Braden Bishop, Corbin Carroll, Buddy Kennedy, Neyfy Castillo, Juan Graterol, C.J. Chatham,AZ
2022-03-18, Alek Thomas, Buddy Kennedy, Corbin Carroll, Eduardo Diaz, Jose Herrera, Camden Duzenack, Stone Garrett, Leandro Cedeno, Jancarlos Cintron,AZ
2022-03-19, Carson Kelly, David Peralta, Christian Walker, Jordan Luplow, Nick Ahmed, Josh VanMeter, Braden Bishop, Drew Ellis, Jake McCarthy,AZ
2022-03-20, Daulton Varsho, Josh Rojas, Pavin Smith, Cooper Hummel, Seth Beer, Stuart Fairchild, Alek Thomas, Geraldo Perdomo, Jake Hager,AZ
2022-03-21, Josh VanMeter, David Peralta, Christian Walker, Jordan Luplow, Nick Ahmed, Matt Davidson, Jake McCarthy, Drew Ellis, Jose Herrera,AZ
2022-03-22, Carson Kelly, Ketel Marte, Pavin Smith, Daulton Varsho, Josh Rojas, Cooper Hummel, Alek Thomas, Jake Hager, Geraldo Perdomo,AZ
2022-03-23, Daulton Varsho, Josh VanMeter, David Peralta, Christian Walker, Jordan Luplow, Matt Davidson, Jake McCarthy, Geraldo Perdomo, Drew Ellis,AZ
2022-03-24, Cooper Hummel, Ketel Marte, Josh Rojas, Pavin Smith, Matt Davidson, Seth Beer, Jake McCarthy, Alek Thomas, Jose Herrera,AZ
2022-03-25, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Carson Kelly, Jordan Luplow, Josh VanMeter, Drew Ellis, Geraldo Perdomo,AZ
2022-03-27a, Jake McCarthy, Cooper Hummel, Pavin Smith, Matt Davidson, Josh VanMeter, Drew Ellis, Braden Bishop, Jake Hager, Jose Herrera,AZ
2022-03-27b, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Josh Rojas, Carson Kelly, Jordan Luplow, Alek Thomas, Geraldo Perdomo,AZ
2022-03-28, Carson Kelly, Daulton Varsho, Christian Walker, Jordan Luplow, David Peralta, Josh Rojas, Drew Ellis, Pavin Smith, Jake Hager,AZ
2022-03-29, Ketel Marte, Pavin Smith, Cooper Hummel, Seth Beer, Matt Davidson, Jake McCarthy, Alek Thomas, Geraldo Perdomo, Jose Herrera,AZ
2022-03-30, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Josh Rojas, Carson Kelly, Seth Beer, Alek Thomas, Sergio Alcantara,AZ
2022-03-31, Daulton Varsho, David Peralta, Christian Walker, Matt Davidson, Josh Rojas, Pavin Smith, Jake McCarthy, Jake Hager, Geraldo Perdomo,AZ
2022-04-01a, Jake McCarthy, Cooper Hummel, Carson Kelly, Seth Beer, Geraldo Perdomo, Braden Bishop, Jake Hager, Eduardo Diaz, Blaze Alexander,AZ
2022-04-01b, Daulton Varsho, Ketel Marte, David Peralta, Christian Walker, Pavin Smith, Matt Davidson, Drew Ellis, Sergio Alcantara, Sergio Alcantara,AZ
2022-04-02, Daulton Varsho, Ketel Marte, Drew Ellis, Dominic Canzone, Corbin Carroll, Juan Graterol, Sergio Alcantara, Jordan Lawlar, Dominic Fletcher,AZ
2022-03-18, Trea Turner, Justin Turner, Will Smith, AJ Pollock, Cody Bellinger, Chris Taylor, Gavin Lux, Matt Beaty, Zach McKinstry,LAD
2022-03-19, Trea Turner, Cody Bellinger, Chris Taylor, Austin Barnes, Gavin Lux, Edwin Rios, Jake Lamb, Stefen Romero, James Outman,LAD
2022-03-20, Chris Taylor, Justin Turner, AJ Pollock, Will Smith, Matt Beaty, Zach McKinstry, Jason Martin, Michael Busch, James Outman,LAD
2022-03-21, Trea Turner, Max Muncy, Austin Barnes, Cody Bellinger, Gavin Lux, Edwin Rios, Stefen Romero, Jake Lamb, Ryan Noda,LAD
2022-03-22, Trea Turner, Justin Turner, Freddie Freeman, Will Smith, AJ Pollock, Cody Bellinger, Chris Taylor, Edwin Rios, Zach McKinstry,LAD
2022-03-23, Gavin Lux, Max Muncy, Justin Turner, Will Smith, Jake Lamb, Eddy Alvarez, Miguel Vargas, James Outman, Jorbit Vivas,LAD
2022-03-24, Trea Turner, Freddie Freeman, Chris Taylor, AJ Pollock, Cody Bellinger, Kevin Pillar, Austin Barnes, Hanser Alberto, Edwin Rios,LAD
2022-03-25, Mookie Betts, Freddie Freeman, Trea Turner, Max Muncy, Will Smith, Justin Turner, Cody Bellinger, AJ Pollock, Gavin Lux,LAD
2022-03-26, Chris Taylor, Max Muncy, Justin Turner, Cody Bellinger, Kevin Pillar, Hanser Alberto, Gavin Lux, Austin Barnes, Edwin Rios,LAD
2022-03-27, Mookie Betts, Freddie Freeman, Trea Turner, AJ Pollock, Will Smith, Hanser Alberto, Kevin Pillar, Andy Burns, Jake Lamb,LAD
2022-03-28, Mookie Betts, Freddie Freeman, Trea Turner, Max Muncy, Justin Turner, AJ Pollock, Cody Bellinger, Eddy Alvarez, Austin Barnes,LAD
2022-03-29, Trea Turner, Freddie Freeman, Justin Turner, Max Muncy, Will Smith, Chris Taylor, Cody Bellinger, Gavin Lux, Kevin Pillar,LAD
2022-03-30, Mookie Betts, Gavin Lux, AJ Pollock, Max Muncy, Cody Bellinger, Hanser Alberto, Austin Barnes, Edwin Rios, Jake Lamb,LAD
2022-03-31, Mookie Betts, Freddie Freeman, Trea Turner, Max Muncy, Justin Turner, Will Smith, Chris Taylor, Hanser Alberto, Kevin Pillar,LAD
2022-04-02, Gavin Lux, Hanser Alberto, Will Smith, Edwin Rios, Kevin Pillar, Jake Lamb, Miguel Vargas, Andy Pages, Jeren Kendall,LAD
2022-03-18, Mike Yastrzemski, Wilmer Flores, Jason Krizan, Joey Bart, Jason Vosler, Luis Gonzalez, Jaylin Davis, Ka'ai Tom, Mauricio Dubon,SF
2022-03-19, LaMonte Wade Jr., Thairo Estrada, Austin Slater, Steven Duggar, Curt Casali, Alex Blandino, Austin Dean, Wyatt Mathisen, Arquimedes Gamboa,SF
2022-03-20, Mike Yastrzemski, Wilmer Flores, Joc Pederson, Heliot Ramos, Jason Krizan, Jaylin Davis, Jason Vosler, Mauricio Dubon, Patrick Bailey,SF
2022-03-21, LaMonte Wade Jr., Austin Slater, Steven Duggar, Darin Ruf, Curt Casali, Alex Blandino, Wyatt Mathisen, Arquimedes Gamboa, Tyler Fitzgerald,SF
2022-03-23, Mike Yastrzemski, Brandon Crawford, Darin Ruf, Joc Pederson, Wilmer Flores, Joey Bart, Jason Vosler, Jaylin Davis, Mauricio Dubon,SF
2022-03-24, LaMonte Wade Jr., Austin Slater, Steven Duggar, Thairo Estrada, Curt Casali, Ka'ai Tom, Alex Blandino, Wyatt Mathisen, Arquimedes Gamboa,SF
2022-03-25, Mike Yastrzemski, Brandon Crawford, Darin Ruf, Joc Pederson, Joc Pederson, Wilmer Flores, Joey Bart, Jason Krizan, Jason Vosler,SF
2022-03-26, LaMonte Wade Jr., Austin Slater, Steven Duggar, Thairo Estrada, Curt Casali, Alex Blandino, Arquimedes Gamboa, Patrick Bailey, David Villar,SF
2022-03-27, Mike Yastrzemski, Brandon Crawford, Darin Ruf, Joc Pederson, Wilmer Flores, Joey Bart, Jason Krizan, Luis Gonzalez, Mauricio Dubon,SF
