date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2022-03-26, Randy Arozarena, Wander Franco, Ji Man Choi, Austin Meadows, Yandy Diaz, Luke Raley, Brett Phillips, Rene Pinto, Ford Proctor,TB
2022-03-27, Brandon Lowe, Mike Zunino, Austin Meadows, Manuel Margot, Josh Lowe, Ryon Healy, Vidal Brujan, Brett Phillips, Taylor Walls,TB
2022-03-29, Brandon Lowe, Wander Franco, Randy Arozarena, Ji Man Choi, Yandy Diaz, Josh Lowe, Manuel Margot, Brett Phillips, Mike Zunino,TB
2022-03-30, Josh Lowe, Harold Ramirez, Luke Raley, Ryon Healy, Francisco Mejia, Taylor Walls, Curtis Mead, Miles Mastrobuoni, Diego Infante,TB
2022-03-31, Randy Arozarena, Wander Franco, Yandy Diaz, Brandon Lowe, Austin Meadows, Ji Man Choi, Rene Pinto, Kevin Kiermaier, Brett Phillips,TB
2022-04-01, Harold Ramirez, Wander Franco, Brandon Lowe, Manuel Margot, Francisco Mejia, Austin Meadows, Taylor Walls, Brett Phillips, Evan Edwards,TB
2022-04-02, Randy Arozarena, Mike Zunino, Manuel Margot, Ji Man Choi, Yandy Diaz, Yandy Diaz, Kevin Kiermaier, Taylor Walls, Rene Pinto,TB
2022-03-17, Jarren Duran, Bobby Dalbec, Rob Refsnyder, Franchy Cordero, Jeter Downs, Yolmer Sanchez, Ryan Fitzgerald, Roldani Baldwin, Nicholas Northcut,BOS
2022-03-18, Jackie Bradley Jr., Christian Arroyo, Rafael Devers, Xander Bogaerts, Bobby Dalbec, Kevin Plawecki, Ryan Fitzgerald, Jeisson Rosario, Kole Cottam,BOS
2022-03-19, Jarren Duran, Ceddanne Rafaela, Kevin Plawecki, Christian Vazquez, Jonathan Arauz, Franchy Cordero, Rob Refsnyder, Yolmer Sanchez, Jeter Downs,BOS
2022-03-20, Christian Arroyo, Rafael Devers, Xander Bogaerts, J.D. Martinez, Alex Verdugo, Bobby Dalbec, Jackie Bradley Jr., Kevin Plawecki, Franchy Cordero,BOS
2022-03-21, Enrique Hernandez, Rafael Devers, Xander Bogaerts, J.D. Martinez, Christian Vazquez, Travis Shaw, Jackie Bradley Jr., Jarren Duran, Yolmer Sanchez,BOS
2022-03-22, Christian Arroyo, Jarren Duran, Bobby Dalbec, Travis Shaw, Kevin Plawecki, Franchy Cordero, Rob Refsnyder, Roberto Ramos, Jonathan Arauz,BOS
2022-03-23, Enrique Hernandez, Rafael Devers, Xander Bogaerts, J.D. Martinez, Alex Verdugo, Bobby Dalbec, Jackie Bradley Jr., Christian Vazquez, Yolmer Sanchez,BOS
2022-03-24, Enrique Hernandez, Jarren Duran, Kevin Plawecki, Travis Shaw, Rob Refsnyder, Roberto Ramos, Jonathan Arauz, Ryan Fitzgerald, Alex Binelas,BOS
2022-03-25, Christian Arroyo, Jarren Duran, Travis Shaw, Christian Vazquez, Roberto Ramos, Rob Refsnyder, Christin Stewart, Jonathan Arauz, Ryan Fitzgerald,BOS
2022-03-26, Enrique Hernandez, Rafael Devers, Xander Bogaerts, J.D. Martinez, Alex Verdugo, Bobby Dalbec, Christian Arroyo, Jackie Bradley Jr., Kevin Plawecki,BOS
2022-03-27, Enrique Hernandez, Rafael Devers, Xander Bogaerts, J.D. Martinez, Alex Verdugo, Bobby Dalbec, Christian Vazquez, Jackie Bradley Jr., Jonathan Arauz,BOS
2022-03-29, Christian Arroyo, Travis Shaw, Bobby Dalbec, Kevin Plawecki, Christin Stewart, Rob Refsnyder, Franchy Cordero, Yolmer Sanchez, Jonathan Arauz,BOS
2022-03-30, Enrique Hernandez, Rafael Devers, Xander Bogaerts, J.D. Martinez, Alex Verdugo, Trevor Story, Bobby Dalbec, Jackie Bradley Jr., Christian Vazquez,BOS
2022-03-31, Enrique Hernandez, Rafael Devers, Christian Arroyo, J.D. Martinez, Alex Verdugo, Bobby Dalbec, Christian Vazquez, Jackie Bradley Jr., Jonathan Arauz,BOS
2022-04-01, Christian Arroyo, Trevor Story, Rafael Devers, J.D. Martinez, Bobby Dalbec, Alex Verdugo, Christian Vazquez, Rob Refsnyder, Jonathan Arauz,BOS
2022-04-02, Enrique Hernandez, Alex Verdugo, Trevor Story, J.D. Martinez, Travis Shaw, Kevin Plawecki, Jackie Bradley Jr., Christian Arroyo, Yolmer Sanchez,BOS
2022-03-18, Jonathan India, Joey Votto, Kyle Farmer, Tyler Stephenson, Nick Senzel, Aristides Aquino, Andrew Knapp, TJ Friedl, Alejo Lopez,CIN
2022-03-19, Tyler Naquin, Mike Moustakas, Shogo Akiyama, Jake Fraley, Max Schrock, Jake Bauers, TJ Friedl, Aramis Garcia, Matt McLain,CIN
2022-03-20, Jonathan India, Joey Votto, Tyler Stephenson, Donovan Solano, Kyle Farmer, Nick Senzel, Colin Moran, Max Schrock, Aristides Aquino,CIN
2022-03-21, Tyler Naquin, Mike Moustakas, Shogo Akiyama, Jake Fraley, Colin Moran, Jake Bauers, Alejo Lopez, Andrew Knapp, Miguel Hernandez,CIN
2022-03-22, Jonathan India, Joey Votto, Mike Moustakas, Tyler Stephenson, Kyle Farmer, Donovan Solano, Nick Senzel, Aristides Aquino, Jake Bauers,CIN
2022-03-23, Shogo Akiyama, Tyler Naquin, TJ Friedl, Colin Moran, Albert Almora Jr., Jake Bauers, Max Schrock, Aramis Garcia, Matt McLain,CIN
2022-03-24, Jonathan India, Joey Votto, Tyler Stephenson, Kyle Farmer, Tyler Naquin, Nick Senzel, Aristides Aquino, Brandon Drury, Miguel Hernandez,CIN
2022-03-26, Jonathan India, Kyle Farmer, Tyler Stephenson, Joey Votto, Tyler Naquin, Nick Senzel, Jake Fraley, Colin Moran, Shogo Akiyama,CIN
2022-03-27, Jonathan India, Mike Moustakas, Tyler Stephenson, Joey Votto, Jake Bauers, Donovan Solano, Kyle Farmer, Nick Senzel, Jake Fraley,CIN
2022-03-28, Jonathan India, Tyler Naquin, Mike Moustakas, Kyle Farmer, Jake Fraley, Aristides Aquino, Max Schrock, Aramis Garcia, Shogo Akiyama,CIN
2022-03-29, Brandon Drury, Donovan Solano, Tyler Stephenson, Joey Votto, Nick Senzel, Colin Moran, Jake Bauers, TJ Friedl, Albert Almora Jr.,CIN
2022-03-30, Jonathan India, Jake Fraley, Tommy Pham, Joey Votto, Tyler Naquin, Kyle Farmer, Nick Senzel, Max Schrock, Andrew Knapp,CIN
2022-03-31, Jonathan India, Mike Moustakas, Tommy Pham, Joey Votto, Tyler Stephenson, Jake Fraley, Kyle Farmer, Brandon Drury, Aristides Aquino,CIN
2022-04-01, Shogo Akiyama, Nick Senzel, Tyler Naquin, Max Schrock, Aristides Aquino, Colin Moran, Brandon Drury, Aramis Garcia, Allen Cordoba,CIN
2022-04-02, Jonathan India, Tyler Naquin, Tommy Pham, Joey Votto, Tyler Stephenson, Mike Moustakas, Kyle Farmer, Nick Senzel, Jake Fraley,CIN
2022-03-17, Garrett Hampson, Tim Lopes, Connor Joe, Colton Welker, Scott Schebler, Carlos Perez, Bret Boswell, Ryan Vilade, Alan Trejo,COL
2022-03-18, Bret Boswell, Tim Lopes, Scott Schebler, Elehuris Montero, Michael Toglia, Taylor Snyder, Kyle Holder, Brian Serven, Ezequiel Tovar,COL
2022-03-19, Garrett Hampson, Connor Joe, Ryan McMahon, Sam Hilliard, Carlos Perez, Dom Nunez, Alan Trejo, Tim Lopes, Ryan Vilade,COL
2022-03-20, Charlie Blackmon, Jose Iglesias, Ryan McMahon, C.J. Cron, Connor Joe, Sam Hilliard, Dom Nunez, Carlos Perez, Alan Trejo,COL
2022-03-21, Garrett Hampson, Tim Lopes, Elehuris Montero, Michael Toglia, Dom Nunez, Alan Trejo, Ryan Vilade, Brian Serven, Ezequiel Tovar,COL
2022-03-22, Charlie Blackmon, Kris Bryant, Ryan McMahon, C.J. Cron, Brendan Rodgers, Elias Diaz, Connor Joe, Jose Iglesias, Sam Hilliard,COL
2022-03-23, Charlie Blackmon, Connor Joe, Ryan McMahon, C.J. Cron, Sam Hilliard, Garrett Hampson, Dom Nunez, Scott Schebler, Alan Trejo,COL
2022-03-24, Garrett Hampson, Jose Iglesias, Kris Bryant, Brendan Rodgers, Elias Diaz, Sam Hilliard, Alan Trejo, Michael Toglia, Bret Boswell,COL
2022-03-25, Charlie Blackmon, Brendan Rodgers, Ryan McMahon, C.J. Cron, Connor Joe, Yonathan Daza, Elehuris Montero, Brian Serven, Ezequiel Tovar,COL
2022-03-26, Charlie Blackmon, Kris Bryant, Ryan McMahon, C.J. Cron, Randal Grichuk, Elias Diaz, Jose Iglesias, Sam Hilliard, Garrett Hampson,COL
2022-03-27a, Garrett Hampson, Connor Joe, Sam Hilliard, Elias Diaz, Yonathan Daza, Elehuris Montero, Ezequiel Tovar, Scott Schebler, Kyle Holder,COL
2022-03-27b, Charlie Blackmon, Brendan Rodgers, Kris Bryant, C.J. Cron, Randal Grichuk, Ryan McMahon, Jose Iglesias, Tim Lopes, Dom Nunez,COL
2022-03-29, Charlie Blackmon, Brendan Rodgers, Kris Bryant, C.J. Cron, Randal Grichuk, Ryan McMahon, Elias Diaz, Connor Joe, Jose Iglesias,COL
2022-03-30, Charlie Blackmon, Brendan Rodgers, Ryan McMahon, C.J. Cron, Randal Grichuk, Sam Hilliard, Garrett Hampson, Jose Iglesias, Dom Nunez,COL
2022-03-31, Garrett Hampson, Yonathan Daza, Randal Grichuk, Elias Diaz, Connor Joe, Sam Hilliard, Elehuris Montero, Alan Trejo, Ryan Vilade,COL
2022-04-01, Charlie Blackmon, Kris Bryant, Ryan McMahon, C.J. Cron, Brendan Rodgers, Elias Diaz, Jose Iglesias, Sam Hilliard, Yonathan Daza,COL
2022-04-02, Garrett Hampson, Kris Bryant, Ryan McMahon, C.J. Cron, Randal Grichuk, Connor Joe, Yonathan Daza, Dom Nunez, Alan Trejo,COL
2022-03-18, Whit Merrifield, Nicky Lopez, Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Adalberto Mondesi, Bobby Witt Jr., Michael A. Taylor,KC
2022-03-20, Whit Merrifield, Nicky Lopez, Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Adalberto Mondesi, Bobby Witt Jr., Michael A. Taylor,KC
2022-03-21, Kyle Isbel, Edward Olivares, Nick Pratto, Ryan O'Hearn, Emmanuel Rivera, Clay Dungan, JaCoby Jones, Cam Gallagher, Maikel Garcia,KC
2022-03-22, Whit Merrifield, Bobby Witt Jr., Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Adalberto Mondesi, Vinnie Pasquantino, Michael A. Taylor,KC
2022-03-23, Nicky Lopez, Hunter Dozier, Salvador Perez, Ryan O'Hearn, Edward Olivares, Emmanuel Rivera, JaCoby Jones, Brewer Hicklen, Gabriel Cancel,KC
2022-03-24, Whit Merrifield, Bobby Witt Jr., Salvador Perez, Andrew Benintendi, Carlos Santana, Adalberto Mondesi, MJ Melendez, Michael A. Taylor, Nicky Lopez,KC
2022-03-25, Michael A. Taylor, Bobby Witt Jr., Ryan O'Hearn, Hunter Dozier, Nick Pratto, Edward Olivares, Clay Dungan, Cam Gallagher, Maikel Garcia,KC
2022-03-26, Whit Merrifield, Bobby Witt Jr., Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Adalberto Mondesi, Edward Olivares, Nicky Lopez,KC
2022-03-27, Kyle Isbel, Michael A. Taylor, Ryan O'Hearn, Emmanuel Rivera, Nick Pratto, Vinnie Pasquantino, Cam Gallagher, Clay Dungan, Maikel Garcia,KC
2022-03-28, Whit Merrifield, Bobby Witt Jr., Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Adalberto Mondesi, Michael A. Taylor, Nicky Lopez,KC
2022-03-29, Whit Merrifield, Bobby Witt Jr., Carlos Santana, Ryan O'Hearn, Hunter Dozier, Adalberto Mondesi, Kyle Isbel, Cam Gallagher, Nicky Lopez,KC
2022-03-30, Whit Merrifield, Edward Olivares, Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Emmanuel Rivera, Michael A. Taylor, Nicky Lopez,KC
2022-03-31, Kyle Isbel, Bobby Witt Jr., Ryan O'Hearn, Edward Olivares, Vinnie Pasquantino, Adalberto Mondesi, JaCoby Jones, Clay Dungan, Cam Gallagher,KC
2022-04-01, Whit Merrifield, Bobby Witt Jr., Salvador Perez, Andrew Benintendi, Carlos Santana, Hunter Dozier, Adalberto Mondesi, Michael A. Taylor, Nicky Lopez,KC
2022-03-18, Akil Baddoo, Riley Greene, Miguel Cabrera, Jeimer Candelario, Spencer Torkelson, Tucker Barnhart, Victor Reyes, Harold Castro, Willi Castro,DET
2022-03-19, Robbie Grossman, Riley Greene, Javier Baez, Jonathan Schoop, Spencer Torkelson, Isaac Paredes, Daz Cameron, Dustin Garneau, Derek Hill,DET
2022-03-20, Robbie Grossman, Akil Baddoo, Javier Baez, Jeimer Candelario, Spencer Torkelson, Tucker Barnhart, Harold Castro, Victor Reyes, Zack Short,DET
2022-03-21, Akil Baddoo, Riley Greene, Miguel Cabrera, Jeimer Candelario, Jonathan Schoop, Eric Haase, Victor Reyes, Willi Castro, Ryan Kreidler,DET
2022-03-22, Riley Greene, Tucker Barnhart, Javier Baez, Jonathan Schoop, Robbie Grossman, Spencer Torkelson, Harold Castro, Daz Cameron, Derek Hill,DET
2022-03-23, Akil Baddoo, Robbie Grossman, Javier Baez, Jeimer Candelario, Miguel Cabrera, Riley Greene, Spencer Torkelson, Tucker Barnhart, Willi Castro,DET
2022-03-24, Derek Hill, Victor Reyes, Jonathan Schoop, Jeimer Candelario, Miguel Cabrera, Willi Castro, Dustin Garneau, Daz Cameron, Kody Clemens,DET
2022-03-25, Akil Baddoo, Tucker Barnhart, Robbie Grossman, Javier Baez, Jonathan Schoop, Riley Greene, Spencer Torkelson, Harold Castro, Isaac Paredes,DET
2022-03-26, Akil Baddoo, Robbie Grossman, Javier Baez, Jeimer Candelario, Miguel Cabrera, Jonathan Schoop, Riley Greene, Spencer Torkelson, Tucker Barnhart,DET
2022-03-27, Derek Hill, Victor Reyes, Willi Castro, Jeimer Candelario, Eric Haase, Tucker Barnhart, Harold Castro, Isaac Paredes, Jack Lopez,DET
2022-03-28, Akil Baddoo, Robbie Grossman, Javier Baez, Jeimer Candelario, Miguel Cabrera, Jonathan Schoop, Riley Greene, Spencer Torkelson, Dustin Garneau,DET
2022-03-30, Akil Baddoo, Robbie Grossman, Javier Baez, Jeimer Candelario, Miguel Cabrera, Jonathan Schoop, Riley Greene, Spencer Torkelson, Tucker Barnhart,DET
2022-03-31, Riley Greene, Robbie Grossman, Javier Baez, Eric Haase, Harold Castro, Willi Castro, Spencer Torkelson, Isaac Paredes, Jack Lopez,DET
2022-04-01, Akil Baddoo, Victor Reyes, Javier Baez, Jeimer Candelario, Miguel Cabrera, Jonathan Schoop, Riley Greene, Spencer Torkelson, Tucker Barnhart,DET
2022-04-02, Robbie Grossman, Tucker Barnhart, Jeimer Candelario, Miguel Cabrera, Jonathan Schoop, Eric Haase, Victor Reyes, Dustin Garneau, Harold Castro,DET
2022-03-17, Byron Buxton, Luis Arraez, Jorge Polanco, Miguel Sano, Gary Sanchez, Max Kepler, Ryan Jeffers, Trevor Larnach, Nick Gordon,MIN
2022-03-18, Royce Lewis, Gio Urshela, Alex Kirilloff, Kyle Garlick, Jake Cave, Gilberto Celestino, Tim Beckham, Daniel Robertson, David Banuelos,MIN
2022-03-19, Byron Buxton, Luis Arraez, Jorge Polanco, Miguel Sano, Gary Sanchez, Max Kepler, Trevor Larnach, Nick Gordon, Brent Rooker,MIN
2022-03-20, Luis Arraez, Gio Urshela, Miguel Sano, Alex Kirilloff, Ryan Jeffers, Nick Gordon, Royce Lewis, Jake Cave, Gilberto Celestino,MIN
2022-03-21, Austin Martin, Jose Miranda, Ryan Jeffers, Brent Rooker, Jake Cave, Jose Godoy, Kyle Garlick, Curtis Terry, Jermaine Palacios,MIN
2022-03-22, Byron Buxton, Jorge Polanco, Luis Arraez, Miguel Sano, Gary Sanchez, Max Kepler, Gio Urshela, Alex Kirilloff, Nick Gordon,MIN
2022-03-23, Byron Buxton, Jorge Polanco, Miguel Sano, Max Kepler, Gio Urshela, Ryan Jeffers, Trevor Larnach, Jake Cave, Jermaine Palacios,MIN
2022-03-24, Byron Buxton, Jorge Polanco, Luis Arraez, Miguel Sano, Gary Sanchez, Max Kepler, Alex Kirilloff, Derek Fisher, Royce Lewis,MIN
2022-03-25, Nick Gordon, Ryan Jeffers, Trevor Larnach, Kyle Garlick, Jake Cave, Jose Miranda, Austin Martin, Daniel Robertson, Curtis Terry,MIN
2022-03-26, Byron Buxton, Jorge Polanco, Luis Arraez, Miguel Sano, Gary Sanchez, Max Kepler, Gio Urshela, Alex Kirilloff, Nick Gordon,MIN
2022-03-27, Byron Buxton, Jorge Polanco, Carlos Correa, Max Kepler, Miguel Sano, Alex Kirilloff, Gary Sanchez, Gio Urshela, Ryan Jeffers,MIN
2022-03-29, Byron Buxton, Jorge Polanco, Carlos Correa, Luis Arraez, Max Kepler, Gary Sanchez, Alex Kirilloff, Gio Urshela, Trevor Larnach,MIN
2022-03-30, Byron Buxton, Jorge Polanco, Carlos Correa, Luis Arraez, Miguel Sano, Max Kepler, Gary Sanchez, Kyle Garlick, Jermaine Palacios,MIN
2022-03-31, Luis Arraez, Gio Urshela, Alex Kirilloff, Miguel Sano, Ryan Jeffers, Nick Gordon, Kyle Garlick, Jake Cave, Daniel Robertson,MIN
2022-04-01, Byron Buxton, Carlos Correa, Jorge Polanco, Gary Sanchez, Max Kepler, Kyle Garlick, Ryan Jeffers, Alex Kirilloff, Daniel Robertson,MIN
2022-04-02, Kyle Garlick, Luis Arraez, Gio Urshela, Miguel Sano, Gary Sanchez, Alex Kirilloff, Brent Rooker, Jake Cave, Nick Gordon,MIN
2022-03-17a, Jose Rodriguez, Andrew Vaughn, Gavin Sheets, Jake Burger, Dwight Smith Jr., Romy Gonzalez, Zach Remillard, Seby Zavala, Yoelqui Cespedes,CWS
2022-03-17b, Yermin Mercedes, Zack Collins, Micker Adolfo, Blake Rutherford, Danny Mendick, Luis Mieses, Yolbert Sanchez, Oscar Colas, Bryan Ramos,CWS
2022-03-19, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Yasmani Grandal, Leury Garcia, Josh Harrison, Seby Zavala,CWS
2022-03-20, Leury Garcia, Luis Robert Jr., Gavin Sheets, Eloy Jimenez, Yasmani Grandal, Andrew Vaughn, Jake Burger, Micker Adolfo, Danny Mendick,CWS
2022-03-21, Tim Anderson, Dwight Smith Jr., Yoan Moncada, Gavin Sheets, Yoelqui Cespedes, Josh Harrison, Zack Collins, Micker Adolfo, Luis Alexander Basabe,CWS
2022-03-22, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Yasmani Grandal, Leury Garcia, Josh Harrison, Andrew Vaughn,CWS
2022-03-23, Leury Garcia, Luis Robert Jr., Jose Abreu, Eloy Jimenez, Yasmani Grandal, Andrew Vaughn, Romy Gonzalez, Yoelqui Cespedes, Jose Rodriguez,CWS
2022-03-24, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Leury Garcia, Josh Harrison, Adam Engel, Carlos Perez,CWS
2022-03-25, Romy Gonzalez, Gavin Sheets, Andrew Vaughn, Yasmani Grandal, Jake Burger, Dwight Smith Jr., Yoelqui Cespedes, Luis Alexander Basabe, Danny Mendick,CWS
2022-03-26, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Gavin Sheets, Leury Garcia, Josh Harrison, Seby Zavala,CWS
2022-03-27, Tim Anderson, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Yoan Moncada, Josh Harrison, Leury Garcia, Andrew Vaughn,CWS
2022-03-28, Tim Anderson, Luis Robert Jr., Jose Abreu, Gavin Sheets, Eloy Jimenez, Yoan Moncada, Leury Garcia, Adam Engel, Nick Ciuffo,CWS
2022-03-30, Tim Anderson, Luis Robert Jr., Jose Abreu, Yasmani Grandal, Eloy Jimenez, Yoan Moncada, Leury Garcia, Josh Harrison, Adam Engel,CWS
2022-03-31, Tim Anderson, Luis Robert Jr., Yoan Moncada, Yasmani Grandal, Eloy Jimenez, Gavin Sheets, Josh Harrison, Adam Engel, Adam Haseley,CWS
2022-04-01, Tim Anderson, Luis Robert Jr., Jose Abreu, Yoan Moncada, Eloy Jimenez, Leury Garcia, Josh Harrison, Micker Adolfo, Nick Ciuffo,CWS
2022-04-02, Leury Garcia, AJ Pollock, Gavin Sheets, Adam Engel, Yasmani Grandal, Romy Gonzalez, Micker Adolfo, Danny Mendick, Yoelqui Cespedes,CWS
2022-03-18, Isiah Kiner-Falefa, Joey Gallo, Gleyber Torres, Austin Wells, Jose Peraza, Ender Inciarte, Phillip Evans, Rob Brantly, Estevan Florial,NYY
2022-03-19, DJ LeMahieu, Josh Donaldson, Aaron Hicks, Miguel Andujar, Kyle Higashioka, Tim Locastro, Phillip Evans, Oswald Peraza, David Freitas,NYY
2022-03-20, Anthony Rizzo, Aaron Judge, Joey Gallo, Giancarlo Stanton, Gleyber Torres, Isiah Kiner-Falefa, Ender Inciarte, Jose Peraza, David Freitas,NYY
2022-03-21, DJ LeMahieu, Aaron Judge, Joey Gallo, Giancarlo Stanton, Josh Donaldson, Aaron Hicks, Kyle Higashioka, Phillip Evans, Oswald Peraza,NYY
2022-03-22, Anthony Rizzo, Gleyber Torres, Ender Inciarte, Miguel Andujar, Estevan Florial, Jose Peraza, Ryan LaMarre, Rob Brantly, Oswald Peraza,NYY
2022-03-23, DJ LeMahieu, Aaron Judge, Joey Gallo, Giancarlo Stanton, Josh Donaldson, Aaron Hicks, Gleyber Torres, Isiah Kiner-Falefa, Kyle Higashioka,NYY
2022-03-24, Marwin Gonzalez, Anthony Rizzo, Miguel Andujar, Jose Peraza, Ender Inciarte, Phillip Evans, Estevan Florial, Ryan LaMarre, David Freitas,NYY
2022-03-25, Aaron Hicks, Aaron Judge, Anthony Rizzo, DJ LeMahieu, Gleyber Torres, Marwin Gonzalez, Isiah Kiner-Falefa, Kyle Higashioka, Tim Locastro,NYY
2022-03-26, Aaron Judge, Josh Donaldson, Joey Gallo, Giancarlo Stanton, DJ LeMahieu, Aaron Hicks, Isiah Kiner-Falefa, Ronald Guzman, Max McDowell,NYY
2022-03-27, Josh Donaldson, Joey Gallo, Aaron Judge, Giancarlo Stanton, Anthony Rizzo, Aaron Hicks, Gleyber Torres, Marwin Gonzalez, Kyle Higashioka,NYY
2022-03-28, Gleyber Torres, Anthony Rizzo, Isiah Kiner-Falefa, Miguel Andujar, Ender Inciarte, Tim Locastro, Phillip Evans, Ronald Guzman, Max McDowell,NYY
2022-03-29, Josh Donaldson, Joey Gallo, Aaron Judge, Giancarlo Stanton, DJ LeMahieu, Aaron Hicks, Isiah Kiner-Falefa, Marwin Gonzalez, Kyle Higashioka,NYY
2022-03-30, Josh Donaldson, Aaron Judge, Anthony Rizzo, Giancarlo Stanton, DJ LeMahieu, Joey Gallo, Aaron Hicks, Gleyber Torres, Kyle Higashioka,NYY
2022-03-31, Isiah Kiner-Falefa, Marwin Gonzalez, Miguel Andujar, Ronald Guzman, Jose Peraza, Tim Locastro, Ender Inciarte, Phillip Evans, David Freitas,NYY
2022-04-01, DJ LeMahieu, Anthony Rizzo, Aaron Hicks, Joey Gallo, Gleyber Torres, Isiah Kiner-Falefa, Marwin Gonzalez, Kyle Higashioka, Ender Inciarte,NYY
2022-04-02, Josh Donaldson, Aaron Judge, Anthony Rizzo, Giancarlo Stanton, DJ LeMahieu, Joey Gallo, Aaron Hicks, Marwin Gonzalez, Kyle Higashioka,NYY
