player,avg,ngames,teamgames,team
Sam Haggerty,8.80,  5,106,SEA
Ryan Bliss,8.89, 19,106,SEA
Victor Robles,6.64, 28,106,SEA
Tyler Locklear,7.09, 11,106,SEA
Jason Vosler,6.25,  4,106,SEA
Cade Marlowe,9.00,  1,106,SEA
Randy Arozarena,3.23, 95,106,SEA
Luis Arraez,1.00, 98,104,MIA
Josh Bell,3.12,101,104,MIA
Jake Burger,3.96, 78,104,MIA
Bryan De La Cruz,2.44,101,104,MIA
Jazz Chisholm Jr.,2.28, 98,104,MIA
Tim Anderson,6.18, 62,104,MIA
Avisail Garcia,6.23, 13,104,MIA
Jonah Bride,7.22,  9,104,MIA
Christian Bethancourt,8.91, 23,104,MIA
Jesus Sanchez,4.54, 74,104,MIA
Nick Gordon,6.66, 62,104,MIA
Nick Fortes,8.94, 64,104,MIA
Vidal Brujan,7.90, 51,104,MIA
Emmanuel Rivera,7.19, 48,104,MIA
Otto Lopez,6.83, 53,104,MIA
Jhonny Pereda,9.00,  2,104,MIA
Dane Myers,4.26, 19,104,MIA
Tristan Gray,8.00,  1,104,MIA
Xavier Edwards,5.46, 24,104,MIA
Ali Sanchez,8.92, 12,104,MIA
Brandon Nimmo,1.81, 93,104,NYM
Francisco Lindor,1.69,102,104,NYM
Pete Alonso,3.41,101,104,NYM
Tyrone Taylor,6.28, 47,104,NYM
Starling Marte,3.87, 61,104,NYM
Jeff McNeil,7.20, 87,104,NYM
Francisco Alvarez,5.80, 44,104,NYM
Harrison Bader,7.83, 72,104,NYM
Brett Baty,6.36, 42,104,NYM
Omar Narvaez,8.86, 21,104,NYM
DJ Stewart,5.47, 45,104,NYM
Joey Wendle,8.40, 10,104,NYM
J.D. Martinez,3.66, 71,104,NYM
Mark Vientos,5.83, 54,104,NYM
Jose Iglesias,7.50, 28,104,NYM
Luis Torrens,7.47, 17,104,NYM
Ben Gamel,7.50,  4,104,NYM
CJ Abrams,1.09, 94,104,WSH
Lane Thomas,2.19, 75,104,WSH
Jesse Winker,3.66, 88,104,WSH
Joey Meneses,4.20, 75,104,WSH
Joey Gallo,6.00, 39,104,WSH
Keibert Ruiz,5.86, 69,104,WSH
Luis Garcia Jr.,5.30, 79,104,WSH
Trey Lipscomb,7.76, 50,104,WSH
Ildemaro Vargas,6.46, 48,104,WSH
Riley Adams,7.16, 31,104,WSH
Jacob Young,7.70, 83,104,WSH
Nasim Nunez,9.00,  3,104,WSH
Drew Millas,8.22,  9,104,WSH
Nick Senzel,6.12, 64,104,WSH
Alex Call,7.00,  5,104,WSH
Harold Ramirez,4.14, 50,104,WSH
James Wood,4.18, 22,104,WSH
Juan Yepez,5.05, 19,104,WSH
Gunnar Henderson,1.21,101,103,BAL
Adley Rutschman,1.98, 95,103,BAL
Anthony Santander,4.07, 97,103,BAL
Ryan Mountcastle,3.96, 85,103,BAL
Ryan O'Hearn,3.52, 73,103,BAL
Austin Hays,6.43, 37,103,BAL
Cedric Mullins,7.17, 75,103,BAL
Jordan Westburg,5.43, 94,103,BAL
Ramon Urias,8.40, 42,103,BAL
James McCann,8.44, 39,103,BAL
Jorge Mateo,8.09, 55,103,BAL
Colton Cowser,6.82, 78,103,BAL
Tony Kemp,9.00,  2,103,BAL
Jackson Holliday,8.78,  9,103,BAL
Heston Kjerstad,6.00, 18,103,BAL
Kyle Stowers,7.56,  9,103,BAL
Connor Norby,8.14,  7,103,BAL
Xander Bogaerts,3.05, 56,107,SD
Fernando Tatis Jr.,2.00, 78,107,SD
Jake Cronenworth,3.61,100,107,SD
Manny Machado,4.06, 97,107,SD
Ha-Seong Kim,7.03,103,107,SD
Jurickson Profar,3.31,104,107,SD
Luis Campusano,7.60, 57,107,SD
Tyler Wade,8.37, 27,107,SD
Jackson Merrill,6.88, 95,107,SD
Eguy Rosario,7.55, 11,107,SD
Jose Azocar,8.53, 17,107,SD
Kyle Higashioka,8.77, 44,107,SD
Graham Pauley,7.75,  8,107,SD
Matthew Batten,8.00,  1,107,SD
Donovan Solano,4.98, 44,107,SD
David Peralta,6.61, 31,107,SD
Brett Sullivan,8.50,  4,107,SD
Bryce Johnson,9.00, 11,107,SD
Kyle Schwarber,1.00, 91,104,PHI
Trea Turner,2.00, 64,104,PHI
Bryce Harper,3.00, 88,104,PHI
J.T. Realmuto,3.35, 55,104,PHI
Alec Bohm,4.01, 99,104,PHI
Nick Castellanos,5.44,103,104,PHI
Bryson Stott,5.42, 86,104,PHI
Whit Merrifield,6.61, 41,104,PHI
Johan Rojas,8.84, 70,104,PHI
Edmundo Sosa,6.73, 51,104,PHI
Cristian Pache,8.34, 29,104,PHI
Brandon Marsh,6.21, 68,104,PHI
Garrett Stubbs,8.44, 34,104,PHI
Kody Clemens,6.54, 13,104,PHI
David Dahl,7.50, 16,104,PHI
Weston Wilson,7.40,  5,104,PHI
Rafael Marchan,8.46, 13,104,PHI
Connor Joe,3.54, 70,104,PIT
Bryan Reynolds,2.00,100,104,PIT
Ke'Bryan Hayes,4.24, 75,104,PIT
Andrew McCutchen,1.62, 84,104,PIT
Edward Olivares,4.90, 48,104,PIT
Henry Davis,8.12, 26,104,PIT
Oneil Cruz,3.81, 85,104,PIT
Jared Triolo,7.10, 67,104,PIT
Michael A. Taylor,8.45, 56,104,PIT
Jack Suwinski,6.58, 66,104,PIT
Rowdy Tellez,5.29, 69,104,PIT
Alika Williams,8.95, 19,104,PIT
Jason Delay,9.00,  4,104,PIT
Joey Bart,7.42, 33,104,PIT
Yasmani Grandal,7.76, 37,104,PIT
Nick Gonzales,4.89, 63,104,PIT
Ji Hwan Bae,8.57,  7,104,PIT
Grant Koch,9.00,  2,104,PIT
Joshua Palacios,5.69, 16,104,PIT
Marcus Semien,1.00,102,105,TEX
Corey Seager,2.00, 90,105,TEX
Evan Carter,4.89, 37,105,TEX
Adolis Garcia,4.07, 98,105,TEX
Josh Jung,4.33,  3,105,TEX
Wyatt Langford,5.11, 80,105,TEX
Jared Walsh,6.79, 14,105,TEX
Jonah Heim,6.50, 84,105,TEX
Leody Taveras,8.45, 93,105,TEX
Ezequiel Duran,7.17, 48,105,TEX
Andrew Knizner,8.28, 29,105,TEX
Travis Jankowski,7.22, 36,105,TEX
Josh Smith,4.37, 86,105,TEX
Davis Wendzel,7.85, 13,105,TEX
Nathaniel Lowe,4.63, 81,105,TEX
Robbie Grossman,3.36, 39,105,TEX
Sam Huff,8.00,  1,105,TEX
Jonathan Ornelas,9.00,  6,105,TEX
Justin Foscue,8.00,  5,105,TEX
Yandy Diaz,1.20, 95,105,TB
Brandon Lowe,2.52, 48,105,TB
Isaac Paredes,3.69, 99,105,TB
Richie Palacios,4.45, 65,105,TB
Jose Siri,7.33, 82,105,TB
Ben Rortvedt,7.95, 55,105,TB
Jose Caballero,7.39, 80,105,TB
Amed Rosario,4.74, 62,105,TB
Curtis Mead,6.30, 27,105,TB
Rene Pinto,9.00, 13,105,TB
Austin Shenton,5.78,  9,105,TB
Alex Jackson,8.70, 33,105,TB
Jonny DeLuca,6.53, 45,105,TB
Josh Lowe,3.59, 44,105,TB
Jonathan Aranda,4.45, 11,105,TB
Taylor Walls,8.13, 31,105,TB
Jarren Duran,1.12,102,103,BOS
Tyler O'Neill,3.55, 71,103,BOS
Masataka Yoshida,5.30, 50,103,BOS
Trevor Story,3.29,  7,103,BOS
Triston Casas,4.19, 21,103,BOS
Ceddanne Rafaela,8.48, 96,103,BOS
Enmanuel Valdez,6.02, 45,103,BOS
Bobby Dalbec,6.88, 24,103,BOS
Reese McGuire,7.78, 41,103,BOS
Wilyer Abreu,3.72, 61,103,BOS
Pablo Reyes,5.93, 14,103,BOS
Connor Wong,4.97, 67,103,BOS
Rafael Devers,3.52, 90,103,BOS
David Hamilton,6.11, 54,103,BOS
Romy Gonzalez,5.82, 22,103,BOS
Rob Refsnyder,2.79, 42,103,BOS
Tyler Heineman,8.00,  1,103,BOS
Dominic Smith,6.60, 55,103,BOS
Vaughn Grissom,6.83, 23,103,BOS
Jamie Westbrook,7.33, 12,103,BOS
Jonathan India,3.75, 95,104,CIN
Spencer Steer,3.65,100,104,CIN
Christian Encarnacion-Str,3.75, 28,104,CIN
Jeimer Candelario,4.18, 90,104,CIN
Santiago Espinal,7.35, 55,104,CIN
Elly De La Cruz,2.83,101,104,CIN
Stuart Fairchild,5.94, 47,104,CIN
Luke Maile,8.63, 35,104,CIN
Will Benson,6.30, 80,104,CIN
Jake Fraley,5.10, 58,104,CIN
Nick Martini,6.49, 43,104,CIN
Tyler Stephenson,5.58, 72,104,CIN
Bubba Thompson,9.00,  5,104,CIN
TJ Friedl,2.32, 28,104,CIN
Mike Ford,4.47, 15,104,CIN
Conner Capel,7.67,  3,104,CIN
Jacob Hurtubise,5.26, 19,104,CIN
Blake Dunn,8.80,  5,104,CIN
Levi Jordan,8.50,  2,104,CIN
Livan Soto,8.00,  1,104,CIN
Noelvi Marte,6.48, 23,104,CIN
Austin Wynns,8.60,  5,104,CIN
Edwin Rios,6.00,  2,104,CIN
Rece Hinds,7.80, 10,104,CIN
Charlie Blackmon,1.32, 71,106,COL
Kris Bryant,4.27, 26,106,COL
Nolan Jones,5.52, 46,106,COL
Brendan Rodgers,4.78, 82,106,COL
Ryan McMahon,3.19, 99,106,COL
Elias Diaz,4.24, 70,106,COL
Ezequiel Tovar,2.09,101,106,COL
Elehuris Montero,6.42, 59,106,COL
Brenton Doyle,4.88, 99,106,COL
Michael Toglia,6.72, 57,106,COL
Jake Cave,6.87, 52,106,COL
Jacob Stallings,6.93, 45,106,COL
Alan Trejo,8.72, 18,106,COL
Sean Bouchard,7.27, 30,106,COL
Hunter Goodman,8.18, 38,106,COL
Jordan Beck,8.29, 21,106,COL
Adael Amador,8.90, 10,106,COL
Greg Jones,9.00,  1,106,COL
Sam Hilliard,8.83, 12,106,COL
Aaron Schunk,9.00,  8,106,COL
Maikel Garcia,1.76, 97,105,KC
Bobby Witt Jr.,2.00,104,105,KC
Vinnie Pasquantino,3.01, 97,105,KC
Salvador Perez,3.94,100,105,KC
MJ Melendez,6.14, 78,105,KC
Hunter Renfroe,6.77, 74,105,KC
Adam Frazier,5.33, 52,105,KC
Nick Loftin,6.07, 40,105,KC
Kyle Isbel,9.00, 75,105,KC
Nelson Velazquez,5.54, 54,105,KC
Freddy Fermin,6.81, 52,105,KC
Garrett Hampson,7.84, 37,105,KC
Dairon Blanco,8.12, 24,105,KC
Michael Massey,5.50, 44,105,KC
Drew Waters,7.20,  5,105,KC
CJ Alexander,8.00,  3,105,KC
Parker Meadows,6.32, 28,106,DET
Spencer Torkelson,4.74, 53,106,DET
Riley Greene,2.50, 98,106,DET
Kerry Carpenter,3.88, 40,106,DET
Mark Canha,3.23, 86,106,DET
Colt Keith,4.66, 86,106,DET
Carson Kelly,7.83, 53,106,DET
Javier Baez,7.89, 62,106,DET
Zach McKinstry,7.19, 47,106,DET
Gio Urshela,5.84, 70,106,DET
Jake Rogers,8.30, 57,106,DET
Matt Vierling,2.61, 82,106,DET
Andy Ibanez,3.14, 29,106,DET
Wenceel Perez,3.30, 74,106,DET
Buddy Kennedy,6.50,  2,106,DET
Ryan Vilade,8.43,  7,106,DET
Akil Baddoo,7.17, 18,106,DET
Justyn-Henry Malloy,5.64, 36,106,DET
Ryan Kreidler,8.92, 13,106,DET
Bligh Madris,6.25,  4,106,DET
Edouard Julien,2.98, 50,103,MIN
Alex Kirilloff,4.09, 46,103,MIN
Byron Buxton,4.97, 69,103,MIN
Carlos Correa,2.99, 73,103,MIN
Matt Wallner,6.68, 19,103,MIN
Carlos Santana,6.22, 88,103,MIN
Ryan Jeffers,4.20, 69,103,MIN
Willi Castro,5.08, 96,103,MIN
Christian Vazquez,8.55, 55,103,MIN
Austin Martin,8.11, 35,103,MIN
Max Kepler,4.48, 64,103,MIN
Kyle Farmer,7.97, 35,103,MIN
Manuel Margot,4.07, 43,103,MIN
Jose Miranda,5.34, 68,103,MIN
Trevor Larnach,2.55, 62,103,MIN
Jair Camargo,7.50,  2,103,MIN
Royce Lewis,3.29, 24,103,MIN
Brooks Lee,6.33, 18,103,MIN
Diego A. Castillo,8.00,  2,103,MIN
Andrew Benintendi,3.99, 75,107,CWS
Yoan Moncada,2.00, 10,107,CWS
Luis Robert Jr.,2.71, 49,107,CWS
Eloy Jimenez,3.89, 55,107,CWS
Andrew Vaughn,3.50, 96,107,CWS
Dominic Fletcher,6.65, 23,107,CWS
Braden Shewmake,7.86, 21,107,CWS
Nicky Lopez,5.51, 78,107,CWS
Martin Maldonado,8.84, 45,107,CWS
Paul DeJong,6.13, 91,107,CWS
Korey Lee,7.41, 68,107,CWS
Gavin Sheets,3.56, 81,107,CWS
Lenyn Sosa,6.64, 47,107,CWS
Zach Remillard,7.73, 11,107,CWS
Danny Mendick,7.34, 35,107,CWS
Tommy Pham,1.37, 67,107,CWS
Rafael Ortega,7.25,  4,107,CWS
Bryan Ramos,6.31, 13,107,CWS
Corey Julks,4.29, 28,107,CWS
Zach DeLoach,5.33,  6,107,CWS
Oscar Colas,6.38,  8,107,CWS
Duke Ellis,9.00,  1,107,CWS
Brooks Baldwin,7.11,  9,107,CWS
Chuckie Robinson,9.00,  3,107,CWS
Gleyber Torres,5.39, 97,105,NYY
Juan Soto,2.00,100,105,NYY
Aaron Judge,3.00,102,105,NYY
Anthony Rizzo,5.29, 68,105,NYY
Giancarlo Stanton,4.57, 65,105,NYY
Alex Verdugo,4.71, 98,105,NYY
Anthony Volpe,2.46,103,105,NYY
Austin Wells,7.19, 57,105,NYY
Oswaldo Cabrera,8.45, 64,105,NYY
Trent Grisham,8.22, 40,105,NYY
Jon Berti,8.00, 14,105,NYY
Jose Trevino,8.22, 46,105,NYY
Jahmai Jones,7.10, 10,105,NYY
DJ LeMahieu,7.72, 39,105,NYY
Ben Rice,3.85, 26,105,NYY
Carlos Narvaez,8.00,  1,105,NYY
