,player,realised_curr,realised_prev,mean_pos_curr,mean_pos_prev,ngames_curr,ngames_prev,volatility,curr_projection,future_projection
19,Jose Altuve,548.0,599.0,1.923728813559322,2.5223880597014925,118.0,134.0,0.014771513928227176,603.469723880597,585.3841186440677
20,Alex Bregman,690.0,705.0,2.8823529411764706,2.621794871794872,153.0,156.0,0.008350338978228643,655.2385705128205,644.5115588235294
21,Carlos Correa,321.0,468.0,4.906666666666666,3.759259259259259,75.0,108.0,0.010419798811156835,522.6510740740741,434.9404333333333
22,Josh Reddick,550.0,487.0,6.546875,5.726495726495727,128.0,117.0,0.002225893952482884,507.78685042735043,529.126453125
23,Yuli Gurriel,612.0,573.0,5.485714285714286,4.575757575757576,140.0,132.0,0.0048822537891801965,565.0387424242424,573.2689285714285
24,Aledmys Diaz,247.0,452.0,6.415094339622642,7.601694915254237,53.0,118.0,0.00461061847539772,467.06250847457625,247.0
25,Max Stassi,147.0,250.0,8.777777777777779,7.682539682539683,18.0,63.0,0.02280171327790375,365.061246031746,147.0
26,Jake Marisnick,318.0,235.0,8.63888888888889,8.555555555555555,72.0,54.0,6.787265660722449e-05,346.7489444444444,387.2168611111111
27,Michael Brantley,637.0,631.0,3.2142857142857144,2.382978723404255,140.0,141.0,0.021601772182809714,621.1963085106383,613.9005714285714
28,Robinson Chirinos,437.0,426.0,7.326923076923077,7.106796116504855,104.0,103.0,0.002013412129641456,460.19183009708735,462.9655576923077
29,Tyler White,279.0,237.0,7.052631578947368,5.618181818181818,57.0,55.0,0.007673811338715225,384.12831818181814,279.0
30,Tony Kemp,279.0,295.0,8.128205128205128,7.946666666666666,39.0,75.0,0.008060428080940901,384.2900333333333,279.0
31,Derek Fisher,167.0,86.0,2.1538461538461537,8.782608695652174,13.0,23.0,0.03561046421305255,269.4368913043478,167.0
32,Myles Straw,128.0,10.0,8.333333333333334,5.5,27.0,2.0,0.010688157293095564,272.092,128.0
33,Wade Miley,6.0,28.0,9.0,9.0,3.0,13.0,0.0,237.7445,6.0
34,Justin Verlander,2.0,5.0,9.0,9.0,1.0,2.0,0.0,226.2445,2.0
35,Gerrit Cole,7.0,9.0,9.0,9.0,3.0,3.0,0.0,228.2445,7.0
36,Martin Maldonado,374.0,404.0,8.125,8.146666666666667,24.0,75.0,0.006710030864197531,436.31303333333335,421.581375
37,Zack Greinke,56.0,71.0,9.0,8.96551724137931,1.0,29.0,6.605892456070807e-05,259.6715689655172,56.0
38,Kyle Tucker,72.0,72.0,5.916666666666667,7.733333333333333,12.0,15.0,0.006820987654320989,275.43216666666666,72.0
39,Marcus Semien,747.0,703.0,1.1910828025477707,3.4522292993630574,157.0,157.0,0.008573708196410942,643.9536401273886,693.9579394904458
40,Matt Chapman,670.0,616.0,2.435374149659864,4.204225352112676,147.0,142.0,0.008772389884418962,591.1401690140844,640.0473911564626
41,Stephen Piscotty,393.0,605.0,5.126436781609195,6.136986301369863,87.0,146.0,0.0034353932630155426,561.7029246575343,468.2185804597701
42,Khris Davis,533.0,654.0,4.772357723577236,3.979591836734694,123.0,147.0,0.006124334135508011,612.9222551020408,542.6038495934959
43,Mark Canha,497.0,411.0,4.7657657657657655,6.040404040404041,111.0,99.0,0.008976717184925393,465.89909595959597,524.685490990991
44,Chad Pinder,370.0,333.0,6.175,5.842105263157895,80.0,76.0,0.0039026431209602955,429.3550263157895,443.732125
45,Jurickson Profar,518.0,594.0,6.909090909090909,4.5036496350364965,121.0,137.0,0.011381665485141655,576.431799270073,508.6404090909091
46,Ramon Laureano,481.0,176.0,6.414414414414415,5.880952380952381,111.0,42.0,0.003294386499019704,350.3739047619048,496.26697747747744
47,Nick Hundley,73.0,305.0,8.952380952380953,5.605633802816901,21.0,71.0,0.029404411665112016,418.2837253521127,73.0
48,Kendrys Morales,201.0,471.0,5.153846153846154,4.830188679245283,26.0,106.0,0.007800049338921646,510.88761320754713,201.0
49,Josh Phegley,342.0,102.0,8.862068965517242,8.851851851851851,87.0,27.0,0.00027655944822946673,276.57931481481484,396.45277586206896
50,Robbie Grossman,482.0,465.0,4.54,5.304761904761905,100.0,105.0,0.0057745653817082385,502.0100238095238,519.9816000000001
51,Brett Anderson,8.0,4.0,9.0,9.0,3.0,2.0,0.0,225.7445,8.0
52,Frankie Montas,2.0,5.0,9.0,9.0,1.0,2.0,0.0,226.2445,2.0
53,Matt Olson,547.0,660.0,3.5365853658536586,5.066225165562914,123.0,151.0,0.02353064040559561,602.4643013245034,564.9088902439024
54,Daniel Mengden,2.0,3.0,9.0,9.0,1.0,1.0,0.0,225.2445,2.0
55,Franklin Barreto,58.0,75.0,8.571428571428571,8.555555555555555,14.0,18.0,0.00017146776406035653,266.7489444444444,58.0
56,Chris Herrmann,94.0,87.0,8.181818181818182,7.55,22.0,20.0,0.0052353076216712586,285.20275,94.0
57,Nick Martini,109.0,179.0,2.0,2.027027027027027,2.0,37.0,0.0488190893596299,399.60477027027025,109.0
58,Dustin Garneau,101.0,3.0,8.363636363636363,9.0,22.0,1.0,0.014233241505968778,225.2445,101.0
59,Homer Bailey,5.0,34.0,9.0,8.555555555555555,2.0,18.0,0.010973936899862825,246.24894444444442,5.0
60,Corban Joseph,68.0,19.0,7.6,2.6666666666666665,10.0,3.0,0.023580246913580245,311.68283333333335,68.0
61,Danny Jansen,384.0,95.0,7.927083333333333,7.541666666666667,96.0,24.0,0.006184895833333332,289.3059583333333,429.03257291666665
62,Brandon Drury,447.0,86.0,6.768518518518518,7.857142857142857,108.0,7.0,0.0032157010037668467,280.89878571428574,474.88139814814815
63,Justin Smoak,500.0,594.0,4.217391304347826,3.1654135338345863,115.0,133.0,0.006552102596367073,593.0058533834587,532.9771086956522
64,Randal Grichuk,628.0,462.0,4.328767123287672,4.908256880733945,146.0,109.0,0.0037103261211899746,505.4207385321101,595.5977191780821
65,Teoscar Hernandez,464.0,523.0,6.064814814814815,3.4873949579831933,108.0,119.0,0.005285912005943883,553.5181134453782,492.0967685185185
66,Lourdes Gurriel Jr.,343.0,263.0,3.779220779220779,4.338709677419355,77.0,62.0,0.017051878843573103,412.97458064516127,459.90385064935066
67,Kevin Pillar,645.0,542.0,7.0,5.615384615384615,1.0,130.0,0.03189677843523998,536.6629615384616,571.0145
68,Richard Urena,80.0,108.0,7.8,8.62962962962963,20.0,27.0,0.005197950007620789,282.33153703703704,80.0
69,Luke Maile,129.0,231.0,8.925,8.051724137931034,40.0,58.0,0.022777488769982826,350.9888965517241,129.0
70,Billy McKinney,276.0,132.0,6.095238095238095,2.064516129032258,63.0,31.0,0.014732019142107838,375.6404677419355,276.0
71,Rowdy Tellez,409.0,73.0,5.08080808080808,5.117647058823529,99.0,17.0,0.007297311853834403,308.3274411764706,476.78369191919194
72,Freddy Galvis,589.0,656.0,4.37962962962963,5.720496894409938,108.0,161.0,0.005363494446072914,592.361145962733,575.467787037037
73,Anthony Alford,30.0,21.0,6.4,7.833333333333333,5.0,6.0,0.0019135802469135803,248.69366666666667,30.0
74,Alen Hanson,48.0,310.0,7.454545454545454,5.2153846153846155,11.0,65.0,0.004867719692894518,425.6169615384615,48.0
75,Eric Sogard,442.0,113.0,1.0,6.842105263157895,68.0,19.0,0.03185595567867036,306.9700263157895,543.8245
76,Jonathan Davis,95.0,27.0,7.125,3.8333333333333335,24.0,6.0,0.009066358024691358,301.23366666666664,95.0
77,Edwin Jackson,3.0,2.0,9.0,9.0,2.0,1.0,0.0,224.7445,3.0
78,Marcus Stroman,25.0,3.0,9.0,9.0,1.0,1.0,0.0,225.2445,25.0
79,Aaron Sanchez,2.0,1.0,9.0,9.0,1.0,1.0,0.0,224.2445,2.0
80,Reese McGuire,105.0,33.0,7.730769230769231,8.0,26.0,9.0,0.001140412821324502,252.6295,105.0
81,Derek Fisher,167.0,86.0,2.1538461538461537,8.782608695652174,13.0,23.0,0.03561046421305255,269.4368913043478,167.0
82,Sean Reid-Foley,1.0,3.0,9.0,9.0,1.0,1.0,0.0,225.2445,1.0
83,Breyvic Valera,52.0,75.0,3.0,7.6,3.0,5.0,0.02148148148148148,278.5835,52.0
84,Ender Inciarte,230.0,660.0,6.833333333333333,4.142857142857143,54.0,154.0,0.009206814114355134,613.9002142857142,230.0
85,Josh Donaldson,659.0,219.0,3.5878378378378377,2.0,148.0,34.0,0.03446098125152179,419.9395,620.2741283783784
86,Freddie Freeman,692.0,707.0,3.0,3.0,155.0,158.0,0.0,651.5545,644.0545
87,Ronald Acuna Jr.,715.0,487.0,1.8333333333333333,2.327433628318584,156.0,113.0,0.0039045662180041112,549.8842345132744,670.0036666666667
88,Nick Markakis,469.0,705.0,4.877358490566038,4.0,106.0,160.0,0.04263978738355881,638.1695,509.3034150943396
89,Ozzie Albies,702.0,684.0,3.7973856209150325,2.6466666666666665,153.0,150.0,0.001309335915436133,644.4305333333333,639.1788790849673
90,Brian McCann,316.0,216.0,6.4743589743589745,7.4,78.0,55.0,0.012388842703528018,351.5605,413.0245641025641
91,Dansby Swanson,545.0,533.0,4.0,7.088709677419355,122.0,124.0,0.012995277519644032,513.9158306451613,558.1695
92,Sean Newcomb,8.0,53.0,9.0,8.96,3.0,25.0,8.888888888888897e-05,250.73989999999998,8.0
93,Johan Camargo,248.0,524.0,6.413043478260869,5.877049180327869,46.0,122.0,0.0012036229372159048,524.4222459016394,248.0
94,Tyler Flowers,310.0,296.0,7.513888888888889,5.928571428571429,72.0,70.0,0.01337424064275916,409.78414285714285,397.1499861111111
95,Julio Teheran,60.0,54.0,9.0,8.88888888888889,29.0,27.0,0.000685871056241427,252.1206111111111,60.0
96,Max Fried,65.0,8.0,9.0,8.75,27.0,4.0,0.003472222222222222,230.84075,65.0
97,Kevin Gausman,27.0,25.0,9.0,8.909090909090908,14.0,11.0,0.0004591368227731866,237.3704090909091,27.0
98,Touki Toussaint,10.0,10.0,9.0,9.0,3.0,5.0,0.0,228.7445,10.0
99,Mike Soroka,63.0,8.0,8.925925925925926,8.5,27.0,4.0,0.010078494131992074,233.937,63.0
100,Matt Joyce,238.0,246.0,6.256410256410256,1.9555555555555555,39.0,45.0,0.017038011055105072,433.98994444444446,238.0
101,Mike Foltynewicz,38.0,66.0,8.947368421052632,8.857142857142858,19.0,28.0,0.000452258465713155,258.5137857142857,38.0
102,Charlie Culberson,144.0,322.0,7.066666666666666,6.17741935483871,15.0,62.0,0.0015574697139039836,419.7021612903226,144.0
103,Dallas Keuchel,41.0,2.0,8.944444444444445,8.0,18.0,1.0,0.04955418381344307,237.1295,41.0
104,Bryse Wilson,9.0,2.0,9.0,9.0,3.0,1.0,0.0,224.7445,9.0
105,Adam Duvall,130.0,427.0,5.3076923076923075,6.0,26.0,9.0,0.006568534346312125,474.3995,130.0
106,Adeiny Hechavarria,221.0,321.0,5.933333333333334,7.916666666666667,15.0,12.0,0.012700617283950617,397.66158333333334,221.0
107,Rafael Ortega,96.0,143.0,7.611111111111111,2.1333333333333333,18.0,30.0,0.029019204389574765,380.28816666666665,96.0
108,Francisco Cervelli,160.0,404.0,6.625,4.8061224489795915,8.0,98.0,0.018154689596927204,477.6856734693878,160.0
109,Billy Hamilton,353.0,556.0,8.375,7.176470588235294,8.0,136.0,0.016168661091887734,524.3289117647059,407.985125
110,Lorenzo Cain,623.0,620.0,2.0150375939849625,1.562043795620438,133.0,137.0,0.0016269029844256599,625.8635875912408,621.7532593984963
111,Christian Yelich,580.0,651.0,2.2113821138211383,1.979020979020979,123.0,143.0,0.0011058947492333657,636.1993251748252,597.8215325203253
112,Ryan Braun,508.0,447.0,3.810810810810811,3.948453608247423,111.0,97.0,0.0010666249029173541,509.80790206185566,542.0126081081081
113,Travis Shaw,270.0,587.0,5.818181818181818,4.242647058823529,55.0,136.0,0.01361860683748463,576.1643161764706,270.0
114,Jesus Aguilar,369.0,566.0,5.313725490196078,3.5853658536585367,51.0,123.0,0.011353430598099458,573.804743902439,453.89900980392156
115,Mike Moustakas,584.0,635.0,4.0534351145038165,5.0,131.0,51.0,0.010036181776112457,590.7845,577.0077061068703
116,Hernan Perez,246.0,334.0,6.408163265306122,5.707692307692308,49.0,65.0,0.0037430930187153564,431.51973076923076,246.0
117,Manny Pina,179.0,337.0,6.7631578947368425,7.2592592592592595,38.0,81.0,0.0019481039011264832,413.80357407407405,179.0
118,Yasmani Grandal,632.0,518.0,3.352517985611511,4.972727272727273,139.0,110.0,0.004007592903024628,532.6222727272727,609.6885647482014
119,Zach Davies,55.0,19.0,8.892857142857142,9.0,28.0,12.0,0.0006377551020408161,233.2445,55.0
120,Ben Gamel,356.0,293.0,5.78125,7.231884057971015,64.0,69.0,0.0025447738716189413,392.142615942029,441.60871875
121,Orlando Arcia,546.0,366.0,7.955223880597015,7.933333333333334,134.0,90.0,0.00015656928183845843,419.9551666666666,509.684052238806
122,Jhoulys Chacin,25.0,68.0,8.882352941176471,9.0,17.0,32.0,0.0007689350249903886,257.7445,25.0
123,Freddy Peralta,16.0,27.0,8.714285714285714,9.0,7.0,14.0,0.004535147392290249,237.2445,16.0
124,Brandon Woodruff,49.0,10.0,8.833333333333334,9.0,18.0,4.0,0.0015432098765432094,228.7445,49.0
125,Eric Thames,459.0,278.0,5.422680412371134,2.9298245614035086,97.0,57.0,0.009072883666981162,437.9236228070175,497.5496030927835
126,Chase Anderson,44.0,49.0,8.884615384615385,8.925925925925926,26.0,27.0,9.480893463166346e-05,249.1619074074074,44.0
127,Gio Gonzalez,28.0,55.0,8.882352941176471,9.0,17.0,5.0,0.0007689350249903886,251.2445,28.0
128,Tyler Saladino,71.0,139.0,7.9375,6.555555555555555,16.0,27.0,0.006302928764670019,323.51894444444446,71.0
129,Jordan Lyles,48.0,20.0,9.0,9.0,10.0,1.0,0.0,233.7445,48.0
130,Cory Spangenberg,102.0,329.0,7.083333333333333,5.606060606060606,24.0,66.0,0.007834022038567496,430.2784393939394,102.0
131,Tyler Austin,179.0,268.0,5.0,6.333333333333333,3.0,33.0,0.015100499948984797,390.77116666666666,179.0
132,David Freitas,20.0,106.0,9.0,8.59375,1.0,32.0,0.005588107638888889,281.77590625,20.0
133,Matt Carpenter,492.0,677.0,2.830188679245283,1.6470588235294117,106.0,153.0,0.0016977421042807988,653.3106764705883,546.1576132075472
134,Paul Goldschmidt,682.0,690.0,2.784313725490196,2.888888888888889,153.0,153.0,0.0002895372624963807,644.4306111111111,641.7257745098038
135,Jose Martinez,373.0,590.0,3.975,3.1203007518796992,80.0,133.0,0.011023926710573425,591.5645751879699,472.479125
136,Marcell Ozuna,549.0,628.0,4.0078740157480315,4.027397260273973,127.0,146.0,2.117539315664942e-05,599.3301849315069,560.0719803149607
137,Paul DeJong,664.0,490.0,3.8627450980392157,4.8,153.0,110.0,0.001411662440113036,520.7615000000001,619.3694019607843
138,Yadier Molina,452.0,503.0,5.876190476190477,4.109243697478991,105.0,119.0,0.011707288579919987,535.8165168067227,488.43288095238097
139,Kolten Wong,549.0,407.0,6.046511627906977,7.206185567010309,129.0,97.0,0.0014033649940439225,449.4608917525773,534.823453488372
140,Harrison Bader,406.0,427.0,7.641304347826087,6.447916666666667,92.0,96.0,0.008079676414560434,468.8520520833333,443.5719456521739
141,Michael Wacha,39.0,32.0,9.0,9.0,22.0,15.0,0.0,239.7445,39.0
142,Dexter Fowler,574.0,334.0,3.8449612403100777,4.821917808219178,129.0,73.0,0.001655189888155538,442.49004794520545,574.5896550387597
143,Adam Wainwright,59.0,12.0,9.0,9.0,29.0,8.0,0.0,229.7445,59.0
144,Miles Mikolas,62.0,71.0,8.9,8.966666666666667,30.0,30.0,0.0002469135802469136,259.6573333333333,62.0
145,Jack Flaherty,66.0,52.0,9.0,8.92,27.0,25.0,0.00035555555555555536,250.7353,66.0
146,Tyler O'Neill,151.0,142.0,4.896551724137931,4.222222222222222,29.0,27.0,0.002626589831710132,353.91727777777777,151.0
147,Jedd Gyorko,101.0,402.0,6.222222222222222,5.50561797752809,9.0,89.0,0.008126199581636838,468.0224213483146,101.0
148,Matt Wieters,183.0,271.0,7.073170731707317,7.064516129032258,41.0,62.0,0.0013309317187484206,383.21546774193547,183.0
149,Yairo Munoz,181.0,329.0,5.862068965517241,6.782608695652174,29.0,69.0,0.0016623094971477002,415.70689130434783,181.0
150,Ben Zobrist,176.0,520.0,2.9743589743589745,3.0555555555555554,39.0,108.0,0.004675202176389261,557.3664444444444,176.0
151,Kris Bryant,634.0,457.0,2.4965034965034967,2.711340206185567,143.0,97.0,0.0007988072503002787,530.1295515463917,621.2903041958042
152,Anthony Rizzo,613.0,665.0,3.1690140845070425,3.0342465753424657,142.0,146.0,0.0026316263932308517,630.1303561643836,602.4612605633803
153,Javier Baez,561.0,645.0,3.8217054263565893,4.055944055944056,129.0,143.0,0.005780108924755877,607.4766328671328,568.3776782945736
154,Kyle Schwarber,610.0,510.0,3.7214285714285715,5.61344537815126,140.0,119.0,0.010623798539023453,520.6869789915966,594.1196071428571
155,Daniel Descalso,194.0,423.0,5.282051282051282,4.766666666666667,39.0,90.0,0.010976493697291418,487.6743333333333,194.0
156,Jason Heyward,589.0,489.0,5.0,4.490909090909091,133.0,110.0,0.00895090830911243,524.0895909090909,567.7845
157,Albert Almora Jr.,363.0,479.0,6.105263157894737,3.351063829787234,76.0,94.0,0.006343979364197587,533.2065744680851,441.0958157894737
158,Victor Caratini,279.0,200.0,6.3559322033898304,6.975609756097561,59.0,41.0,0.002514571183085448,348.8165731707317,279.0
159,Willson Contreras,409.0,544.0,5.010752688172043,5.413223140495868,93.0,121.0,0.0027263684041557296,540.1667314049587,477.65132795698923
160,David Bote,356.0,210.0,6.929577464788732,6.854166666666667,71.0,48.0,0.003274236331525932,355.3206458333333,427.38668309859156
161,Kyle Hendricks,64.0,66.0,8.821428571428571,8.586206896551724,28.0,29.0,0.0030738464628816253,261.8693275862069,64.0
162,Jon Lester,53.0,65.0,8.846153846153847,8.607142857142858,26.0,28.0,0.0031736807148895064,261.1100357142857,53.0
163,Yu Darvish,62.0,14.0,8.793103448275861,9.0,29.0,8.0,0.0023781212841854932,230.7445,62.0
164,Jose Quintana,63.0,58.0,8.838709677419354,8.620689655172415,31.0,29.0,0.0026407072278087037,257.44225862068964,63.0
165,Cole Hamels,46.0,27.0,8.869565217391305,8.090909090909092,23.0,11.0,0.0336836312949047,248.5035909090909,46.0
166,Tyler Chatwood,21.0,32.0,8.6,8.894736842105264,5.0,19.0,0.0048261003385657135,241.0481842105263,21.0
167,Addison Russell,241.0,465.0,7.381818181818182,6.962962962962963,55.0,108.0,0.0007786966812406391,481.4732037037037,241.0
168,Jim Adduci,5.0,185.0,5.0,4.826086956521739,1.0,46.0,0.014020163831127915,367.93841304347825,5.0
169,Carlos Gonzalez,166.0,504.0,5.75,4.580357142857143,12.0,112.0,0.012916017101284958,530.4817767857143,166.0
170,Mike Montgomery,6.0,35.0,9.0,8.588235294117647,1.0,17.0,0.009419454056132256,246.34420588235292,6.0
171,Martin Maldonado,374.0,404.0,8.125,8.146666666666667,24.0,75.0,0.006710030864197531,436.31303333333335,421.581375
172,Alec Mills,12.0,5.0,9.0,8.0,4.0,2.0,0.05555555555555555,238.6295,12.0
173,Ian Happ,156.0,462.0,6.107142857142857,6.306930693069307,28.0,101.0,0.003052762211965791,488.0981633663366,156.0
174,Nick Castellanos,664.0,678.0,2.1176470588235294,2.9096774193548387,51.0,155.0,0.01840701627205737,638.1731451612903,640.9824411764705
175,Tony Kemp,279.0,295.0,8.128205128205128,7.946666666666666,39.0,75.0,0.008060428080940901,384.2900333333333,279.0
176,Jonathan Lucroy,328.0,454.0,6.442622950819672,8.422413793103448,61.0,116.0,0.012039517501425298,457.8979051724138,419.41761475409834
177,Derek Holland,16.0,56.0,9.0,8.964285714285714,1.0,28.0,7.086167800453511e-05,252.18682142857142,16.0
178,Wilmer Flores,285.0,429.0,4.288135593220339,3.611111111111111,59.0,90.0,0.008468225905158673,504.9858888888889,285.0
179,Ildemaro Vargas,211.0,20.0,4.2,4.5,35.0,2.0,0.009263038548752834,289.477,211.0
180,David Peralta,423.0,614.0,3.359550561797753,2.6715328467153285,89.0,137.0,0.008784537248557404,609.1225656934307,505.10146629213483
181,Adam Jones,528.0,613.0,4.017391304347826,2.979020979020979,115.0,143.0,0.008911535276890148,604.8143251748252,549.4541086956522
182,Jake Lamb,226.0,238.0,5.470588235294118,3.94,51.0,50.0,0.021047007561194413,405.4126,226.0
183,Ketel Marte,628.0,580.0,2.4558823529411766,5.153846153846154,136.0,130.0,0.008978913862215034,561.3791153846154,618.7933970588235
184,Nick Ahmed,625.0,564.0,6.855263157894737,5.96969696969697,152.0,132.0,0.0077872993201835656,543.274803030303,562.8070657894737
185,Carson Kelly,365.0,42.0,7.952941176470588,8.0,85.0,11.0,0.00223048350761468,257.1295,419.2123235294118
186,Luke Weaver,21.0,46.0,9.0,9.0,11.0,22.0,0.0,246.7445,21.0
187,Eduardo Escobar,699.0,631.0,3.19205298013245,3.019607843137255,151.0,51.0,0.0177177492185277,613.3116568627452,645.1759238410596
188,Christian Walker,603.0,53.0,4.67910447761194,5.166666666666667,134.0,6.0,0.0015844629808393082,297.7203333333333,578.7587910447761
189,Alex Avila,201.0,234.0,7.6521739130434785,7.472727272727273,46.0,55.0,0.0020502411987203197,359.65977272727275,201.0
190,Zack Greinke,56.0,71.0,9.0,8.96551724137931,1.0,29.0,6.605892456070807e-05,259.6715689655172,56.0
191,Robbie Ray,60.0,44.0,9.0,8.956521739130435,28.0,23.0,0.00010501995379122024,246.28297826086956,60.0
192,Jarrod Dyson,452.0,237.0,1.7666666666666666,5.30188679245283,90.0,53.0,0.015016999054088835,388.0456320754717,539.3293333333334
193,Zack Godley,23.0,65.0,9.0,9.0,8.0,31.0,0.0,256.2445,23.0
194,Tim Locastro,250.0,14.0,3.7045454545454546,8.0,44.0,3.0,0.024018595041322317,243.1295,250.0
195,Caleb Joseph,41.0,280.0,8.0,8.779220779220779,11.0,77.0,0.03904537021420139,366.47885064935065,41.0
196,Blake Swihart,99.0,207.0,6.636363636363637,7.390243902439025,11.0,41.0,0.008594407653409328,347.18132926829264,99.0
197,Mike Leake,24.0,4.0,9.0,9.0,10.0,2.0,0.0,225.7445,24.0
198,Abraham Almonte,38.0,151.0,2.5714285714285716,7.303030303030303,7.0,33.0,0.013890710860407829,320.2614696969697,38.0
199,Joc Pederson,514.0,443.0,1.5229357798165137,2.4719101123595504,109.0,89.0,0.002530948587756452,526.094893258427,573.3479403669725
200,Cody Bellinger,660.0,632.0,3.9657534246575343,4.894736842105263,146.0,133.0,0.008408077423092443,590.5881842105264,616.0936438356164
201,A.J. Pollock,342.0,460.0,3.7733333333333334,3.4757281553398056,75.0,103.0,0.008715429829553057,522.1626067961165,459.47676666666666
202,Max Muncy,589.0,481.0,3.71875,4.118811881188119,128.0,101.0,0.004024839721702291,524.6980148514851,583.65278125
203,Enrique Hernandez,460.0,462.0,5.285714285714286,5.194174757281553,98.0,103.0,0.0032938370423843317,501.87964563106794,499.7459285714286
204,Alex Verdugo,377.0,86.0,4.963414634146342,5.5625,82.0,16.0,0.001499216116398969,309.31793749999997,462.2376097560975
205,Chris Taylor,414.0,604.0,5.5,3.4453125,88.0,128.0,0.008136927917312327,594.5393046875,474.092
206,Russell Martin,249.0,352.0,7.745098039215686,5.9655172413793105,51.0,87.0,0.02501350004665523,437.32656896551725,249.0
207,Walker Buehler,66.0,47.0,8.96551724137931,9.0,29.0,21.0,6.605892456070807e-05,247.2445,66.0
208,Justin Turner,549.0,426.0,2.7142857142857144,2.4574468085106385,119.0,94.0,0.00366479019554102,517.7740212765957,576.0930714285714
209,Corey Seager,541.0,115.0,4.459016393442623,2.090909090909091,122.0,22.0,0.01833814186920634,366.8135909090909,550.4845819672131
210,David Freese,186.0,312.0,3.725,4.083333333333333,40.0,12.0,0.004043209876543209,440.63741666666664,186.0
211,Austin Barnes,242.0,238.0,8.05,7.327586206896552,60.0,58.0,0.002153355793367683,363.4573448275862,242.0
212,Ross Stripling,24.0,37.0,9.0,9.0,12.0,20.0,0.0,242.2445,24.0
213,Kenta Maeda,61.0,40.0,9.0,8.944444444444445,24.0,18.0,0.00017146776406035675,244.43255555555555,61.0
214,Clayton Kershaw,65.0,57.0,8.962962962962964,8.91304347826087,27.0,23.0,0.0001384419418290298,253.32145652173912,65.0
215,Rich Hill,20.0,45.0,8.9,9.0,10.0,21.0,0.0005555555555555554,246.2445,20.0
216,Tyler White,279.0,237.0,7.052631578947368,5.618181818181818,57.0,55.0,0.007673811338715225,384.12831818181814,279.0
217,Kristopher Negron,82.0,33.0,7.352941176470588,8.0,17.0,1.0,0.012302960399846213,252.6295,82.0
218,Jedd Gyorko,101.0,402.0,6.222222222222222,5.50561797752809,9.0,89.0,0.008126199581636838,468.0224213483146,101.0
219,Steven Duggar,281.0,152.0,4.3076923076923075,6.054054054054054,65.0,37.0,0.00294609338268382,336.23004054054053,281.0
220,Joe Panik,491.0,392.0,3.6144578313253013,3.235955056179775,83.0,89.0,0.004865066653784825,491.13219662921347,535.9444397590362
221,Yangervis Solarte,78.0,506.0,5.071428571428571,3.7043478260869565,14.0,115.0,0.009687962141378289,542.3311521739131,78.0
222,Brandon Belt,616.0,456.0,3.022727272727273,3.5841584158415842,132.0,101.0,0.0025995486337312603,518.819698019802,605.7730227272727
