,team,gamenum,b1,b2,b3,b4,b5,b6,b7,b8,b9
12,LAA,13,"Escobar, Yunel","Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Cron, C.J.","Espinosa, Danny","Pennington, Cliff","Pérez, Carlos"
13,LAA,14,"Escobar, Yunel","Revere, Ben","Trout, Mike","Calhoun, Kole","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Espinosa, Danny","Maldonado, Martín"
14,LAA,15,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Maybin, Cameron","Simmons, Andrelton","Espinosa, Danny","Maldonado, Martín"
15,LAA,16,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Marte, Jefry","Cron, C.J.","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
16,LAA,17,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
17,LAA,18,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
18,LAA,19,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Graterol, Juan"
19,LAA,20,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Revere, Ben","Maldonado, Martín","Pennington, Cliff"
20,LAA,21,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
21,LAA,22,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
22,LAA,23,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Espinosa, Danny","Maybin, Cameron","Maldonado, Martín"
23,LAA,24,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Revere, Ben","Pennington, Cliff","Graterol, Juan"
24,LAA,25,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
25,LAA,26,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Revere, Ben","Espinosa, Danny","Maldonado, Martín"
26,LAA,27,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Espinosa, Danny","Maybin, Cameron","Maldonado, Martín"
27,LAA,28,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Espinosa, Danny","Maybin, Cameron","Maldonado, Martín"
28,LAA,29,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Pennington, Cliff","Maldonado, Martín"
29,LAA,30,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Revere, Ben","Graterol, Juan"
30,LAA,31,"Escobar, Yunel","Maybin, Cameron","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Espinosa, Danny","Revere, Ben","Maldonado, Martín"
31,LAA,32,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Maybin, Cameron","Pennington, Cliff","Maldonado, Martín","Revere, Ben"
32,LAA,33,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Maybin, Cameron","Revere, Ben","Maldonado, Martín","Espinosa, Danny"
33,LAA,34,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Maybin, Cameron","Revere, Ben","Pennington, Cliff","Maldonado, Martín"
34,LAA,35,"Escobar, Yunel","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Maybin, Cameron","Revere, Ben","Pennington, Cliff","Maldonado, Martín"
35,LAA,36,"Escobar, Yunel","Maybin, Cameron","Calhoun, Kole","Valbuena, Luis","Marte, Jefry","Revere, Ben","Simmons, Andrelton","Espinosa, Danny","Graterol, Juan"
36,LAA,37,"Escobar, Yunel","Calhoun, Kole","Trout, Mike","Pujols, Albert","Maybin, Cameron","Revere, Ben","Simmons, Andrelton","Maldonado, Martín","Pennington, Cliff"
37,LAA,38,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Valbuena, Luis","Calhoun, Kole","Maybin, Cameron","Simmons, Andrelton","Maldonado, Martín","Pennington, Cliff"
38,LAA,39,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Marte, Jefry","Calhoun, Kole","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
39,LAA,40,"Revere, Ben","Simmons, Andrelton","Trout, Mike","Valbuena, Luis","Calhoun, Kole","Cron, C.J.","Maybin, Cameron","Espinosa, Danny","Graterol, Juan"
40,LAA,41,"Calhoun, Kole","Trout, Mike","Pujols, Albert","Valbuena, Luis","Cron, C.J.","Simmons, Andrelton","Maybin, Cameron","Espinosa, Danny","Maldonado, Martín"
41,LAA,42,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Cron, C.J.","Calhoun, Kole","Marte, Jefry","Simmons, Andrelton","Espinosa, Danny","Maldonado, Martín"
42,LAA,43,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Cron, C.J.","Espinosa, Danny","Maldonado, Martín"
43,LAA,44,"Maybin, Cameron","Calhoun, Kole","Trout, Mike","Valbuena, Luis","Simmons, Andrelton","Cron, C.J.","Maldonado, Martín","Espinosa, Danny","Nolasco, Ricky"
44,LAA,45,"Maybin, Cameron","Calhoun, Kole","Trout, Mike","Valbuena, Luis","Simmons, Andrelton","Marte, Jefry","Pennington, Cliff","Graterol, Juan","Meyer, Alex"
45,LAA,46,"Maybin, Cameron","Simmons, Andrelton","Marte, Jefry","Cron, C.J.","Calhoun, Kole","Espinosa, Danny","Maldonado, Martín","Chavez, Jesse","Maybin, Cameron"
46,LAA,47,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Calhoun, Kole","Marte, Jefry","Maldonado, Martín","Fontana, Nolan"
47,LAA,48,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Calhoun, Kole","Maldonado, Martín","Espinosa, Danny","Pennington, Cliff"
48,LAA,49,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Maldonado, Martín","Fontana, Nolan","Pennington, Cliff"
49,LAA,50,"Maybin, Cameron","Trout, Mike","Valbuena, Luis","Simmons, Andrelton","Calhoun, Kole","Marte, Jefry","Revere, Ben","Graterol, Juan","Espinosa, Danny"
50,LAA,51,"Calhoun, Kole","Simmons, Andrelton","Trout, Mike","Pujols, Albert","Valbuena, Luis","Maldonado, Martín","Revere, Ben","Espinosa, Danny","Chavez, Jesse"
51,LAA,52,"Maybin, Cameron","Simmons, Andrelton","Trout, Mike","Pujols, Albert","Valbuena, Luis","Calhoun, Kole","Maldonado, Martín","Fontana, Nolan","Ramírez, JC"
52,LAA,53,"Maybin, Cameron","Simmons, Andrelton","Trout, Mike","Valbuena, Luis","Calhoun, Kole","Maldonado, Martín","Marte, Jefry","Fontana, Nolan","Shoemaker, Matt"
53,LAA,54,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Fontana, Nolan","Maldonado, Martín","Pennington, Cliff","Young Jr., Eric"
54,LAA,55,"Young Jr., Eric","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Pennington, Cliff","Espinosa, Danny","Graterol, Juan"
55,LAA,56,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Marte, Jefry","Maldonado, Martín","Espinosa, Danny","Robinson, Shane","Pennington, Cliff","Young Jr., Eric"
56,LAA,57,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Marte, Jefry","Maldonado, Martín","Espinosa, Danny","Young Jr., Eric","Robinson, Shane"
57,LAA,58,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Maldonado, Martín","Revere, Ben","Espinosa, Danny","Young Jr., Eric"
58,LAA,59,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Maldonado, Martín","Pennington, Cliff","Revere, Ben","Young Jr., Eric"
59,LAA,60,"Simmons, Andrelton","Calhoun, Kole","Escobar, Yunel","Valbuena, Luis","Cron, C.J.","Revere, Ben","Pennington, Cliff","Young Jr., Eric","Graterol, Juan"
60,LAA,61,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Cron, C.J.","Maldonado, Martín","Espinosa, Danny","Young Jr., Eric","Robinson, Shane"
61,LAA,62,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Maldonado, Martín","Revere, Ben","Pennington, Cliff","Young Jr., Eric"
62,LAA,63,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Cron, C.J.","Revere, Ben","Young Jr., Eric","Espinosa, Danny","Graterol, Juan"
63,LAA,64,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Maldonado, Martín","Young Jr., Eric","Espinosa, Danny"
64,LAA,65,"Simmons, Andrelton","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Cron, C.J.","Maldonado, Martín","Revere, Ben","Young Jr., Eric","Pennington, Cliff"
65,LAA,66,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Cron, C.J.","Simmons, Andrelton","Maldonado, Martín","Young Jr., Eric","Espinosa, Danny"
66,LAA,67,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Young Jr., Eric","Maldonado, Martín","Espinosa, Danny"
67,LAA,68,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Cron, C.J.","Maldonado, Martín","Espinosa, Danny","Young Jr., Eric"
68,LAA,69,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Young Jr., Eric","Espinosa, Danny","Graterol, Juan"
69,LAA,70,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Cron, C.J.","Maldonado, Martín","Young Jr., Eric","Espinosa, Danny"
70,LAA,71,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Maldonado, Martín","Pennington, Cliff"
71,LAA,72,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Young Jr., Eric","Maldonado, Martín","Espinosa, Danny"
72,LAA,73,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Cron, C.J.","Espinosa, Danny","Revere, Ben","Graterol, Juan"
73,LAA,74,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Young Jr., Eric","Maldonado, Martín","Espinosa, Danny"
74,LAA,75,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Maldonado, Martín","Cron, C.J.","Espinosa, Danny","Young Jr., Eric"
75,LAA,76,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Young Jr., Eric","Maldonado, Martín","Pennington, Cliff"
76,LAA,77,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Maldonado, Martín","Pennington, Cliff"
77,LAA,78,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Simmons, Andrelton","Maldonado, Martín","Espinosa, Danny","Valbuena, Luis","Young Jr., Eric","Pennington, Cliff"
78,LAA,79,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Espinosa, Danny","Cowart, Kaleb","Graterol, Juan"
79,LAA,80,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Maldonado, Martín","Espinosa, Danny","Young Jr., Eric","Nolasco, Ricky"
80,LAA,81,"Young Jr., Eric","Calhoun, Kole","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Maldonado, Martín","Pennington, Cliff","Chavez, Jesse"
81,LAA,82,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Maldonado, Martín","Marte, Jefry","Espinosa, Danny","Revere, Ben"
82,LAA,83,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Marte, Jefry","Maldonado, Martín","Espinosa, Danny","Young Jr., Eric","Pennington, Cliff"
83,LAA,84,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Marte, Jefry","Espinosa, Danny","Young Jr., Eric","Graterol, Juan"
84,LAA,85,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Valbuena, Luis","Maldonado, Martín","Revere, Ben","Franklin, Nick"
85,LAA,86,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Maldonado, Martín","Valbuena, Luis","Espinosa, Danny","Revere, Ben"
86,LAA,87,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Maldonado, Martín","Valbuena, Luis","Espinosa, Danny","Revere, Ben"
87,LAA,88,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Franklin, Nick","Revere, Ben","Graterol, Juan"
88,LAA,89,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Pennington, Cliff","Maldonado, Martín","Young Jr., Eric"
89,LAA,90,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Maldonado, Martín","Cron, C.J.","Espinosa, Danny","Young Jr., Eric"
90,LAA,91,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Maldonado, Martín","Franklin, Nick"
91,LAA,92,"Maybin, Cameron","Calhoun, Kole","Pujols, Albert","Escobar, Yunel","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Franklin, Nick","Graterol, Juan"
92,LAA,93,"Maybin, Cameron","Calhoun, Kole","Trout, Mike","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Valbuena, Luis","Maldonado, Martín","Franklin, Nick"
93,LAA,94,"Maybin, Cameron","Calhoun, Kole","Trout, Mike","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Valbuena, Luis","Maldonado, Martín","Pennington, Cliff"
94,LAA,95,"Maybin, Cameron","Calhoun, Kole","Trout, Mike","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Valbuena, Luis","Maldonado, Martín","Franklin, Nick"
95,LAA,96,"Maybin, Cameron","Calhoun, Kole","Trout, Mike","Pujols, Albert","Escobar, Yunel","Simmons, Andrelton","Valbuena, Luis","Maldonado, Martín","Franklin, Nick"
96,LAA,97,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Maldonado, Martín","Robinson, Shane","Pennington, Cliff","Revere, Ben"
97,LAA,98,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Maldonado, Martín","Robinson, Shane","Pennington, Cliff"
98,LAA,99,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Maldonado, Martín","Pennington, Cliff","Revere, Ben"
99,LAA,100,"Escobar, Yunel","Trout, Mike","Simmons, Andrelton","Calhoun, Kole","Cron, C.J.","Valbuena, Luis","Revere, Ben","Maldonado, Martín","Franklin, Nick"
100,LAA,101,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Revere, Ben","Maldonado, Martín","Cowart, Kaleb"
101,LAA,102,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Revere, Ben","Maldonado, Martín","Cowart, Kaleb"
102,LAA,103,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Graterol, Juan","Cowart, Kaleb"
103,LAA,104,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Maldonado, Martín","Robinson, Shane","Cowart, Kaleb"
104,LAA,105,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Maldonado, Martín","Robinson, Shane","Pennington, Cliff"
105,LAA,106,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Revere, Ben","Maldonado, Martín","Cowart, Kaleb"
106,LAA,107,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Revere, Ben","Maldonado, Martín","Flores, Ramón","Cowart, Kaleb"
107,LAA,108,"Revere, Ben","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Cron, C.J.","Cowart, Kaleb","Maldonado, Martín","Flores, Ramón"
108,LAA,109,"Revere, Ben","Trout, Mike","Pujols, Albert","Valbuena, Luis","Simmons, Andrelton","Cron, C.J.","Cowart, Kaleb","Maldonado, Martín","Flores, Ramón"
109,LAA,110,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Revere, Ben","Cron, C.J.","Maldonado, Martín","Pennington, Cliff"
110,LAA,111,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Revere, Ben","Maldonado, Martín","Cowart, Kaleb"
111,LAA,112,"Escobar, Yunel","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Robinson, Shane","Graterol, Juan","Pennington, Cliff"
112,LAA,113,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
113,LAA,114,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Pennington, Cliff"
114,LAA,115,"Revere, Ben","Trout, Mike","Simmons, Andrelton","Calhoun, Kole","Cron, C.J.","Valbuena, Luis","Puello, César","Cowart, Kaleb","Graterol, Juan"
115,LAA,116,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Calhoun, Kole","Maldonado, Martín","Cowart, Kaleb"
116,LAA,117,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Calhoun, Kole","Maldonado, Martín","Pennington, Cliff"
117,LAA,118,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Cron, C.J.","Valbuena, Luis","Maldonado, Martín","Cowart, Kaleb"
118,LAA,119,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Calhoun, Kole","Maldonado, Martín","Pennington, Cliff"
119,LAA,120,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Marte, Jefry","Simmons, Andrelton","Maldonado, Martín","Calhoun, Kole","Skaggs, Tyler","Pennington, Cliff"
120,LAA,121,"Revere, Ben","Simmons, Andrelton","Trout, Mike","Calhoun, Kole","Cron, C.J.","Valbuena, Luis","Cowart, Kaleb","Graterol, Juan","Nolasco, Ricky"
121,LAA,122,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
122,LAA,123,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
123,LAA,124,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Graterol, Juan","Pennington, Cliff"
124,LAA,125,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Calhoun, Kole","Maldonado, Martín","Cowart, Kaleb"
125,LAA,126,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
126,LAA,127,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
127,LAA,128,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Marte, Jefry","Calhoun, Kole","Graterol, Juan","Pennington, Cliff"
128,LAA,129,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
129,LAA,130,"Maybin, Cameron","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
130,LAA,131,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Pennington, Cliff"
131,LAA,132,"Maybin, Cameron","Revere, Ben","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
132,LAA,133,"Maybin, Cameron","Revere, Ben","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín","Cowart, Kaleb"
133,LAA,134,"Revere, Ben","Trout, Mike","Pujols, Albert","Calhoun, Kole","Cron, C.J.","Valbuena, Luis","Pennington, Cliff","Maldonado, Martín","Cowart, Kaleb"
134,LAA,135,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Simmons, Andrelton","Calhoun, Kole","Cron, C.J.","Maldonado, Martín","Pennington, Cliff"
135,LAA,136,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín"
136,LAA,137,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Simmons, Andrelton","Cron, C.J.","Calhoun, Kole","Maldonado, Martín","Pennington, Cliff"
137,LAA,138,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín"
138,LAA,139,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín"
139,LAA,140,"Phillips, Brandon","Trout, Mike","Upton, Justin","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Pennington, Cliff","Graterol, Juan","Young Jr., Eric"
140,LAA,141,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín"
141,LAA,142,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Cron, C.J.","Simmons, Andrelton","Calhoun, Kole","Maldonado, Martín","Pennington, Cliff"
142,LAA,143,"Phillips, Brandon","Trout, Mike","Upton, Justin","Pujols, Albert","Calhoun, Kole","Simmons, Andrelton","Valbuena, Luis","Cron, C.J.","Maldonado, Martín"
