,team,gamenum,b1,b2,b3,b4,b5,b6,b7,b8,b9
12,LAA,13,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Upton, Justin","Walsh, Jared","Pujols, Albert","Iglesias, José","Suzuki, Kurt","Rengifo, Luis"
13,LAA,14,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Upton, Justin","Walsh, Jared","Pujols, Albert","Iglesias, José","Suzuki, Kurt","Rengifo, Luis"
14,LAA,15,"Fletcher, David","Walsh, Jared","Trout, Mike","Upton, Justin","Rojas, Jose","Pujols, Albert","Iglesias, José","Schebler, Scott","Suzuki, Kurt"
15,LAA,16,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Upton, Justin","Schebler, Scott","Iglesias, José","Bemboom, Anthony","Rengifo, Luis"
16,LAA,17,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Upton, Justin","Pujols, Albert","Iglesias, José","Rojas, Jose","Suzuki, Kurt"
17,LAA,18,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Pujols, Albert","Rojas, Jose","Iglesias, José","Schebler, Scott","Bemboom, Anthony"
18,LAA,19,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Pujols, Albert","Schebler, Scott","Iglesias, José","Suzuki, Kurt","Rengifo, Luis"
19,LAA,20,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Pujols, Albert","Schebler, Scott","Iglesias, José","Rojas, Jose","Bemboom, Anthony"
20,LAA,21,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Pujols, Albert","Iglesias, José","Suzuki, Kurt"
21,LAA,22,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Pujols, Albert","Iglesias, José","Bemboom, Anthony"
22,LAA,23,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Rendon, Anthony","Rojas, Jose","Iglesias, José","Schebler, Scott","Stassi, Max"
23,LAA,24,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Pujols, Albert","Iglesias, José","Suzuki, Kurt"
24,LAA,25,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Pujols, Albert","Iglesias, José","Stassi, Max"
25,LAA,26,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Pujols, Albert","Iglesias, José","Stassi, Max"
26,LAA,27,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Pujols, Albert","Rojas, Jose","Suzuki, Kurt"
27,LAA,28,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Iglesias, José","Upton, Justin","Pujols, Albert","Gosselin, Phil","Stassi, Max"
28,LAA,29,"Fletcher, David","Ward, Taylor","Trout, Mike","Walsh, Jared","Iglesias, José","Gosselin, Phil","Lagares, Juan","Suzuki, Kurt","Rojas, Jose"
29,LAA,30,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Iglesias, José","Ward, Taylor","Suzuki, Kurt","Lagares, Juan","Gosselin, Phil"
30,LAA,31,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Upton, Justin","Walsh, Jared","Iglesias, José","Ward, Taylor","Rojas, Jose","Butera, Drew"
31,LAA,32,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Upton, Justin","Walsh, Jared","Iglesias, José","Ward, Taylor","Rojas, Jose","Suzuki, Kurt"
32,LAA,33,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Upton, Justin","Rojas, Jose","Ward, Taylor","Gosselin, Phil","Butera, Drew"
33,LAA,34,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Upton, Justin","Rojas, Jose","Ward, Taylor","Gosselin, Phil","Butera, Drew"
34,LAA,35,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Walsh, Jared","Upton, Justin","Rojas, Jose","Ward, Taylor","Gosselin, Phil","Suzuki, Kurt"
35,LAA,36,"Ohtani, Shohei","Iglesias, José","Walsh, Jared","Ward, Taylor","Rojas, Jose","Lagares, Juan","Gosselin, Phil","Jay, Jon","Butera, Drew"
36,LAA,37,"Fletcher, David","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Upton, Justin","Iglesias, José","Ward, Taylor","Butera, Drew"
37,LAA,38,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Iglesias, José","Gosselin, Phil","Upton, Justin","Suzuki, Kurt","Fletcher, David"
38,LAA,39,"Rojas, Jose","Trout, Mike","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Ward, Taylor","Iglesias, José","Gosselin, Phil","Butera, Drew"
39,LAA,40,"Ward, Taylor","Ohtani, Shohei","Trout, Mike","Rendon, Anthony","Walsh, Jared","Gosselin, Phil","Iglesias, José","Lagares, Juan","Suzuki, Kurt"
40,LAA,41,"Ward, Taylor","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Upton, Justin","Gosselin, Phil","Iglesias, José","Rojas, Jose","Butera, Drew"
41,LAA,42,"Iglesias, José","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Upton, Justin","Rojas, Jose","Ward, Taylor","Suzuki, Kurt","Fletcher, David"
42,LAA,43,"Rojas, Jose","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Upton, Justin","Ward, Taylor","Lagares, Juan","Butera, Drew","Fletcher, David"
43,LAA,44,"Iglesias, José","Gosselin, Phil","Rendon, Anthony","Upton, Justin","Ward, Taylor","Suzuki, Kurt","Lagares, Juan","Rojas, Jose","Fletcher, David"
44,LAA,45,"Iglesias, José","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Ward, Taylor","Rojas, Jose","Lagares, Juan","Butera, Drew","Fletcher, David"
45,LAA,46,"Iglesias, José","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Upton, Justin","Rojas, Jose","Lagares, Juan","Suzuki, Kurt","Fletcher, David"
46,LAA,47,"Upton, Justin","Gosselin, Phil","Rendon, Anthony","Lagares, Juan","Iglesias, José","Walsh, Jared","Ward, Taylor","Butera, Drew","Fletcher, David"
47,LAA,48,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Lagares, Juan","Iglesias, José","Walsh, Jared","Ward, Taylor","Suzuki, Kurt","Fletcher, David"
48,LAA,49,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Lagares, Juan","Rojas, Jose","Ward, Taylor","Butera, Drew","Fletcher, David"
49,LAA,50,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Lagares, Juan","Rojas, Jose","Ward, Taylor","Butera, Drew","Fletcher, David"
50,LAA,51,"Upton, Justin","Walsh, Jared","Rendon, Anthony","Lagares, Juan","Gosselin, Phil","Ward, Taylor","Rojas, Jose","Suzuki, Kurt","Fletcher, David"
51,LAA,52,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Lagares, Juan","Rojas, Jose","Wong, Kean","Bemboom, Anthony","Fletcher, David"
52,LAA,53,"Gosselin, Phil","Ohtani, Shohei","Rendon, Anthony","Lagares, Juan","Walsh, Jared","Suzuki, Kurt","Ward, Taylor","Wong, Kean","Fletcher, David"
53,LAA,54,"Upton, Justin","Wong, Kean","Rendon, Anthony","Walsh, Jared","Ward, Taylor","Rojas, Jose","Bemboom, Anthony","Bundy, Dylan","Fletcher, David"
54,LAA,55,"Upton, Justin","Gosselin, Phil","Rendon, Anthony","Lagares, Juan","Walsh, Jared","Ward, Taylor","Stassi, Max","Heaney, Andrew","Fletcher, David"
55,LAA,56,"Gosselin, Phil","Ohtani, Shohei","Rendon, Anthony","Upton, Justin","Lagares, Juan","Walsh, Jared","Ward, Taylor","Stassi, Max","Fletcher, David"
56,LAA,57,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Suzuki, Kurt","Rojas, Jose","Lagares, Juan","Wong, Kean","Fletcher, David"
57,LAA,58,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Iglesias, José","Stassi, Max","Walsh, Jared","Lagares, Juan","Ward, Taylor","Fletcher, David"
58,LAA,59,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Lagares, Juan","Iglesias, José","Ward, Taylor","Suzuki, Kurt","Fletcher, David"
59,LAA,60,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Stassi, Max","Iglesias, José","Lagares, Juan","Wong, Kean","Fletcher, David"
60,LAA,61,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Stassi, Max","Gosselin, Phil","Ward, Taylor","Iglesias, José","Lagares, Juan","Fletcher, David"
61,LAA,62,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Stassi, Max","Ward, Taylor","Iglesias, José","Wong, Kean","Fletcher, David"
62,LAA,63,"Upton, Justin","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Iglesias, José","Ward, Taylor","Suzuki, Kurt","Wong, Kean","Fletcher, David"
63,LAA,64,"Upton, Justin","Walsh, Jared","Stassi, Max","Rendon, Anthony","Iglesias, José","Ward, Taylor","Lagares, Juan","Cobb, Alex","Fletcher, David"
64,LAA,65,"Upton, Justin","Walsh, Jared","Stassi, Max","Rendon, Anthony","Iglesias, José","Ward, Taylor","Lagares, Juan","Sandoval, Patrick","Fletcher, David"
65,LAA,66,"Upton, Justin","Ohtani, Shohei","Stassi, Max","Rendon, Anthony","Iglesias, José","Walsh, Jared","Ward, Taylor","Lagares, Juan","Fletcher, David"
66,LAA,67,"Upton, Justin","Ohtani, Shohei","Iglesias, José","Walsh, Jared","Ward, Taylor","Wong, Kean","Suzuki, Kurt","Lagares, Juan","Fletcher, David"
67,LAA,68,"Upton, Justin","Ohtani, Shohei","Stassi, Max","Iglesias, José","Ward, Taylor","Walsh, Jared","Gosselin, Phil","Lagares, Juan","Fletcher, David"
68,LAA,69,"Upton, Justin","Ohtani, Shohei","Ward, Taylor","Walsh, Jared","Suzuki, Kurt","Wong, Kean","Lagares, Juan","Rengifo, Luis","Fletcher, David"
69,LAA,70,"Upton, Justin","Ohtani, Shohei","Ward, Taylor","Walsh, Jared","Stassi, Max","Iglesias, José","Wong, Kean","Lagares, Juan","Rengifo, Luis"
70,LAA,71,"Upton, Justin","Ohtani, Shohei","Ward, Taylor","Rendon, Anthony","Walsh, Jared","Iglesias, José","Rengifo, Luis","Suzuki, Kurt","Fletcher, David"
71,LAA,72,"Rengifo, Luis","Ohtani, Shohei","Ward, Taylor","Rendon, Anthony","Walsh, Jared","Stassi, Max","Iglesias, José","Lagares, Juan","Fletcher, David"
72,LAA,73,"Upton, Justin","Ohtani, Shohei","Ward, Taylor","Walsh, Jared","Rendon, Anthony","Stassi, Max","Iglesias, José","Rengifo, Luis","Fletcher, David"
73,LAA,74,"Rengifo, Luis","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Ward, Taylor","Iglesias, José","Suzuki, Kurt","Lagares, Juan","Fletcher, David"
74,LAA,75,"Ohtani, Shohei","Rengifo, Luis","Walsh, Jared","Rendon, Anthony","Stassi, Max","Ward, Taylor","Iglesias, José","Lagares, Juan","Fletcher, David"
75,LAA,76,"Ohtani, Shohei","Rengifo, Luis","Rendon, Anthony","Gosselin, Phil","Stassi, Max","Ward, Taylor","Iglesias, José","Lagares, Juan","Fletcher, David"
76,LAA,77,"Fletcher, David","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Gosselin, Phil","Rengifo, Luis","Ward, Taylor","Suzuki, Kurt","Lagares, Juan"
77,LAA,78,"Fletcher, David","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Stassi, Max","Schebler, Scott","Iglesias, José","Rengifo, Luis","Lagares, Juan"
78,LAA,79,"Fletcher, David","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Stassi, Max","Rengifo, Luis","Iglesias, José","Schebler, Scott","Ward, Taylor"
79,LAA,80,"Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Gosselin, Phil","Fletcher, David","Iglesias, José","Suzuki, Kurt","Ward, Taylor","Lagares, Juan"
80,LAA,81,"Fletcher, David","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Gosselin, Phil","Stassi, Max","Iglesias, José","Ward, Taylor","Lagares, Juan"
81,LAA,82,"Fletcher, David","Ohtani, Shohei","Rendon, Anthony","Walsh, Jared","Gosselin, Phil","Stassi, Max","Iglesias, José","Rengifo, Luis","Lagares, Juan"
82,LAA,83,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Rendon, Anthony","Gosselin, Phil","Iglesias, José","Suzuki, Kurt","Ward, Taylor","Lagares, Juan"
83,LAA,84,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Stassi, Max","Iglesias, José","Lagares, Juan","Rengifo, Luis","Rojas, Jose"
84,LAA,85,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Stassi, Max","Iglesias, José","Ward, Taylor","Lagares, Juan","Rengifo, Luis"
85,LAA,86,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Iglesias, José","Suzuki, Kurt","Ward, Taylor","Lagares, Juan","Rengifo, Luis"
86,LAA,87,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Stassi, Max","Iglesias, José","Ward, Taylor","Lagares, Juan","Rengifo, Luis"
87,LAA,88,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Iglesias, José","Gosselin, Phil","Stassi, Max","Ward, Taylor","Lagares, Juan","Mayfield, Jack"
88,LAA,89,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Iglesias, José","Gosselin, Phil","Suzuki, Kurt","Ward, Taylor","Lagares, Juan","Mayfield, Jack"
89,LAA,90,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Stassi, Max","Iglesias, José","Eaton, Adam","Lagares, Juan","Mayfield, Jack"
90,LAA,91,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Iglesias, José","Ward, Taylor","Suzuki, Kurt","Lagares, Juan","Mayfield, Jack"
91,LAA,92,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Stassi, Max","Eaton, Adam","Ward, Taylor","Marsh, Brandon","Iglesias, José","Mayfield, Jack"
92,LAA,93,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Gosselin, Phil","Marsh, Brandon","Suzuki, Kurt","Iglesias, José","Eaton, Adam","Mayfield, Jack"
93,LAA,94,"Fletcher, David","Ohtani, Shohei","Walsh, Jared","Stassi, Max","Marsh, Brandon","Ward, Taylor","Eaton, Adam","Iglesias, José","Rengifo, Luis"
94,LAA,95,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Stassi, Max","Marsh, Brandon","Iglesias, José","Eaton, Adam","Mayfield, Jack"
95,LAA,96,"Fletcher, David","Gosselin, Phil","Iglesias, José","Upton, Justin","Suzuki, Kurt","Marsh, Brandon","Lagares, Juan","Mayfield, Jack","Eaton, Adam"
96,LAA,97,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Iglesias, José","Marsh, Brandon","Stassi, Max","Eaton, Adam","Mayfield, Jack"
97,LAA,98,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Walsh, Jared","Iglesias, José","Marsh, Brandon","Stassi, Max","Eaton, Adam"
98,LAA,99,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Walsh, Jared","Iglesias, José","Marsh, Brandon","Stassi, Max","Eaton, Adam","Mayfield, Jack"
99,LAA,100,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Upton, Justin","Iglesias, José","Marsh, Brandon","Suzuki, Kurt","Lagares, Juan","Mayfield, Jack"
100,LAA,101,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Upton, Justin","Iglesias, José","Stassi, Max","Eaton, Adam","Lagares, Juan","Mayfield, Jack"
101,LAA,102,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Upton, Justin","Stassi, Max","Marsh, Brandon","Iglesias, José","Eaton, Adam","Mayfield, Jack"
102,LAA,103,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Upton, Justin","Stassi, Max","Marsh, Brandon","Iglesias, José","Eaton, Adam","Mayfield, Jack"
103,LAA,104,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Iglesias, José","Marsh, Brandon","Suzuki, Kurt","Lagares, Juan","Thaiss, Matt","Mayfield, Jack"
104,LAA,105,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Stassi, Max","Thaiss, Matt","Iglesias, José","Marsh, Brandon","Mayfield, Jack","Eaton, Adam"
105,LAA,106,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Stassi, Max","Marsh, Brandon","Lagares, Juan","Iglesias, José","Eaton, Adam","Mayfield, Jack"
106,LAA,107,"Fletcher, David","Ohtani, Shohei","Upton, Justin","Stassi, Max","Gosselin, Phil","Adell, Jo","Iglesias, José","Marsh, Brandon","Mayfield, Jack"
107,LAA,108,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Upton, Justin","Adell, Jo","Iglesias, José","Suzuki, Kurt","Lagares, Juan","Mayfield, Jack"
108,LAA,109,"Fletcher, David","Ohtani, Shohei","Stassi, Max","Gosselin, Phil","Adell, Jo","Marsh, Brandon","Iglesias, José","Eaton, Adam","Mayfield, Jack"
109,LAA,110,"Fletcher, David","Gosselin, Phil","Upton, Justin","Stassi, Max","Adell, Jo","Iglesias, José","Lagares, Juan","Sandoval, Patrick","Mayfield, Jack"
110,LAA,111,"Upton, Justin","Fletcher, David","Iglesias, José","Gosselin, Phil","Suzuki, Kurt","Adell, Jo","Marsh, Brandon","Barría, Jaime","Mayfield, Jack"
111,LAA,112,"Fletcher, David","Eaton, Adam","Stassi, Max","Gosselin, Phil","Iglesias, José","Adell, Jo","Marsh, Brandon","Detmers, Reid","Mayfield, Jack"
112,LAA,113,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Iglesias, José","Upton, Justin","Adell, Jo","Stassi, Max","Lagares, Juan","Mayfield, Jack"
113,LAA,114,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Eaton, Adam","Iglesias, José","Marsh, Brandon","Lagares, Juan","Suzuki, Kurt","Mayfield, Jack"
114,LAA,115,"Ohtani, Shohei","Fletcher, David","Walsh, Jared","Gosselin, Phil","Marsh, Brandon","Stassi, Max","Eaton, Adam","Adell, Jo","Mayfield, Jack"
115,LAA,116,"Ohtani, Shohei","Fletcher, David","Walsh, Jared","Gosselin, Phil","Upton, Justin","Iglesias, José","Adell, Jo","Marsh, Brandon","Suzuki, Kurt"
116,LAA,117,"Ohtani, Shohei","Fletcher, David","Walsh, Jared","Stassi, Max","Iglesias, José","Adell, Jo","Marsh, Brandon","Lagares, Juan","Mayfield, Jack"
117,LAA,118,"Ohtani, Shohei","Fletcher, David","Walsh, Jared","Stassi, Max","Iglesias, José","Marsh, Brandon","Adell, Jo","Eaton, Adam","Mayfield, Jack"
118,LAA,119,"Ohtani, Shohei","Fletcher, David","Walsh, Jared","Gosselin, Phil","Upton, Justin","Marsh, Brandon","Adell, Jo","Suzuki, Kurt","Mayfield, Jack"
119,LAA,120,"Ohtani, Shohei","Fletcher, David","Upton, Justin","Walsh, Jared","Gosselin, Phil","Iglesias, José","Marsh, Brandon","Stassi, Max","Adell, Jo"
120,LAA,121,"Ohtani, Shohei","Fletcher, David","Walsh, Jared","Iglesias, José","Marsh, Brandon","Mayfield, Jack","Adell, Jo","Suzuki, Kurt","Lagares, Juan"
121,LAA,122,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Upton, Justin","Iglesias, José","Adell, Jo","Marsh, Brandon","Stassi, Max","Mayfield, Jack"
122,LAA,123,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Walsh, Jared","Upton, Justin","Adell, Jo","Marsh, Brandon","Stassi, Max","Iglesias, José"
123,LAA,124,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Walsh, Jared","Iglesias, José","Adell, Jo","Marsh, Brandon","Suzuki, Kurt","Lagares, Juan"
124,LAA,125,"Ohtani, Shohei","Fletcher, David","Upton, Justin","Walsh, Jared","Stassi, Max","Iglesias, José","Marsh, Brandon","Adell, Jo","Mayfield, Jack"
125,LAA,126,"Ohtani, Shohei","Fletcher, David","Upton, Justin","Walsh, Jared","Stassi, Max","Iglesias, José","Marsh, Brandon","Adell, Jo","Mayfield, Jack"
126,LAA,127,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Walsh, Jared","Iglesias, José","Stassi, Max","Marsh, Brandon","Adell, Jo","Lagares, Juan"
127,LAA,128,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Walsh, Jared","Iglesias, José","Stassi, Max","Marsh, Brandon","Adell, Jo","Lagares, Juan"
128,LAA,129,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Walsh, Jared","Suzuki, Kurt","Adell, Jo","Marsh, Brandon","Mayfield, Jack","Lagares, Juan"
129,LAA,130,"Ohtani, Shohei","Fletcher, David","Gosselin, Phil","Walsh, Jared","Upton, Justin","Iglesias, José","Marsh, Brandon","Stassi, Max","Adell, Jo"
130,LAA,131,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Adell, Jo","Walsh, Jared","Upton, Justin","Suzuki, Kurt","Marsh, Brandon","Mayfield, Jack"
131,LAA,132,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Adell, Jo","Marsh, Brandon","Stassi, Max","Mayfield, Jack","Lagares, Juan"
132,LAA,133,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Adell, Jo","Marsh, Brandon","Stassi, Max","Mayfield, Jack","Lagares, Juan"
133,LAA,134,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Upton, Justin","Marsh, Brandon","Stassi, Max","Adell, Jo","Mayfield, Jack"
134,LAA,135,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Adell, Jo","Marsh, Brandon","Stassi, Max","Mayfield, Jack","Lagares, Juan"
135,LAA,136,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Mayfield, Jack","Walsh, Jared","Adell, Jo","Suzuki, Kurt","Lagares, Juan","Rengifo, Luis"
136,LAA,137,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Mayfield, Jack","Adell, Jo","Stassi, Max","Marsh, Brandon","Lagares, Juan","Rengifo, Luis"
137,LAA,138,"Fletcher, David","Ohtani, Shohei","Mayfield, Jack","Walsh, Jared","Adell, Jo","Marsh, Brandon","Stassi, Max","Rengifo, Luis","Lagares, Juan"
138,LAA,139,"Fletcher, David","Rengifo, Luis","Gosselin, Phil","Mayfield, Jack","Adell, Jo","Suzuki, Kurt","Marsh, Brandon","Naughton, Packy","Lagares, Juan"
139,LAA,140,"Fletcher, David","Marsh, Brandon","Gosselin, Phil","Walsh, Jared","Adell, Jo","Mayfield, Jack","Stassi, Max","Lagares, Juan","Guerra, Junior"
140,LAA,141,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Adell, Jo","Mayfield, Jack","Walsh, Jared","Suzuki, Kurt","Marsh, Brandon","Lagares, Juan"
141,LAA,142,"Fletcher, David","Ohtani, Shohei","Adell, Jo","Walsh, Jared","Rengifo, Luis","Marsh, Brandon","Stassi, Max","Mayfield, Jack","Wong, Kean"
142,LAA,143,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Rengifo, Luis","Marsh, Brandon","Mayfield, Jack","Suzuki, Kurt","Lagares, Juan"
143,LAA,144,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Rengifo, Luis","Mayfield, Jack","Marsh, Brandon","Stassi, Max","Lagares, Juan"
144,LAA,145,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Mayfield, Jack","Suzuki, Kurt","Marsh, Brandon","Lagares, Juan","Rengifo, Luis"
145,LAA,146,"Marsh, Brandon","Fletcher, David","Ohtani, Shohei","Stassi, Max","Walsh, Jared","Rengifo, Luis","Mayfield, Jack","Rojas, Jose","Wong, Kean"
146,LAA,147,"Marsh, Brandon","Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Suzuki, Kurt","Rengifo, Luis","Mayfield, Jack","Lagares, Juan"
147,LAA,148,"Marsh, Brandon","Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Rengifo, Luis","Rojas, Jose","Stassi, Max","Mayfield, Jack"
148,LAA,149,"Marsh, Brandon","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Rengifo, Luis","Rojas, Jose","Stassi, Max","Mayfield, Jack","Fletcher, David"
149,LAA,150,"Marsh, Brandon","Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Suzuki, Kurt","Rojas, Jose","Rengifo, Luis","Mayfield, Jack"
150,LAA,151,"Fletcher, David","Ohtani, Shohei","Gosselin, Phil","Walsh, Jared","Mayfield, Jack","Rojas, Jose","Stassi, Max","Rengifo, Luis","Lagares, Juan"
